family,seed,n,m,eps,kappa_theory,rate_empirical,r_squared,n_iter,converged,tightness,bound_violated
random_points,11004,30,30,0.13399403191028383,0.9990110179380358,0.4497772357743748,0.9999999997439863,29,True,0.0012383828504558727,False
random_points,11004,30,30,0.1,0.9999412047234476,0.5535799546043579,0.9999999997694107,39,True,9.942858897273149e-05,False
random_points,11005,30,30,2.5,0.07754838521809047,nan,nan,5,True,,False
random_points,11005,30,30,1.8657547387437996,0.1336164844794666,nan,nan,5,True,,False
random_points,11005,30,30,1.3924162980579777,0.22344895105878923,nan,nan,6,True,,False
random_points,11005,30,30,1.0391629225623082,0.3561391971257954,nan,nan,7,True,,False
random_points,11005,30,30,0.7755292588389932,0.5283283713167265,0.05301053608208387,0.9999858988228228,8,True,0.21722158607271644,False
random_points,11005,30,30,0.5787789558853272,0.7126093078208506,0.09006405788655876,0.9999980697060344,9,True,0.1407515634064591,False
random_points,11005,30,30,0.4319438318512952,0.8641646930810378,0.14628329202278115,0.999998782112184,11,True,0.07595002502499715,False
random_points,11005,30,30,0.32236050045908365,0.9537506157630987,0.2252536785226062,0.9999999161920532,15,True,0.031769312025937274,False
random_points,11005,30,30,0.24057825252614323,0.9895748817094823,0.32677294762577686,0.9999999853206516,19,True,0.009369635233305147,False
random_points,11005,30,30,0.17954400587574165,0.9986118831425267,0.4428747767050615,0.9999999969966405,26,True,0.001705506918607938,False
random_points,11005,30,30,0.13399403191028383,0.9999073722865625,0.5607564546202926,0.9999999991545147,36,True,0.0001601331592704467,False
random_points,11005,30,30,0.1,0.9999975394311306,0.6666067325903022,0.9999999997815973,52,True,6.067171693513068e-06,False
clustered_points,23000,30,30,2.5,0.13967892817278646,0.08061880812744233,0.9999999999752129,9,True,0.7817278165282175,False
clustered_points,23000,30,30,1.8657547387437996,0.23283293321525114,0.13718900043514082,0.9999999999996855,11,True,0.7337078302494942,False
clustered_points,23000,30,30,1.3924162980579777,0.36922956123503964,0.22479858240628572,0.9999999999999984,15,True,0.6675397135534473,False
clustered_points,23000,30,30,1.0391629225623082,0.543850675853125,0.3464769280282247,0.9999999999999977,21,True,0.5746373469999363,False
clustered_points,23000,30,30,0.7755292588389932,0.7271607763215195,0.4864280681255735,0.9999999999999958,30,True,0.4421015665904431,False
clustered_points,23000,30,30,0.5787789558853272,0.8741688534093222,0.6023267162746272,0.9999999999999927,44,True,0.26527335985436995,False
clustered_points,23000,30,30,0.4319438318512952,0.9584650106976367,0.6593132044730204,0.9999999999999817,56,True,0.10184023710977884,False
clustered_points,23000,30,30,0.32236050045908365,0.9909965474805119,0.6759448207744945,0.9999999999998981,62,True,0.02309299364794079,False
clustered_points,23000,30,30,0.24057825252614323,0.9988604148222392,0.6835226442679361,0.9999999999997676,68,True,0.002996710915572755,False
clustered_points,23000,30,30,0.17954400587574165,0.9999289002338313,0.693646664436725,0.9999999999990891,75,True,0.0001943787225678158,False
clustered_points,23000,30,30,0.13399403191028383,0.9999982737377919,0.7095380282431211,0.9999999999978545,86,True,5.030768012356576e-06,False
clustered_points,23000,30,30,0.1,0.9999999881586004,0.7330224506941239,0.9999999999885314,101,True,3.812685870879809e-08,False
clustered_points,23001,30,30,2.5,0.12654197127281175,0.0638927671627359,0.9999999855888967,8,True,0.7515521997570426,False
clustered_points,23001,30,30,1.8657547387437996,0.21241808746047405,0.10746034069375002,0.9999999999741164,10,True,0.6945107248679817,False
clustered_points,23001,30,30,1.3924162980579777,0.34056835765115906,0.1727940977218683,0.9999999999999392,13,True,0.6135258206198589,False
clustered_points,23001,30,30,1.0391629225623082,0.5095300365320214,0.25832318497139983,0.9999999999999953,17,True,0.49814898019312753,False
clustered_points,23001,30,30,0.7755292588389932,0.6945398716604422,0.34721831199950276,0.9999999999999893,22,True,0.3445879861772026,False
clustered_points,23001,30,30,0.5787789558853272,0.8513405928515619,0.41215951243787297,0.9999999999999805,27,True,0.1815805732470993,False
clustered_points,23001,30,30,0.4319438318512952,0.9474742442160717,0.44433091653539203,0.9999999999999865,30,True,0.06651439512427645,False
clustered_points,23001,30,30,0.32236050045908365,0.9875949728457274,0.4605723972086957,0.9999999999999855,33,True,0.01610067037899115,False
clustered_points,23001,30,30,0.24057825252614323,0.9982456534807375,0.4773459496490029,0.9999999999999415,36,True,0.002374380588795249,False
clustered_points,23001,30,30,0.17954400587574165,0.9998732062428983,0.5017868042620657,0.999999999999835,40,True,0.00018388266297965055,False
clustered_points,23001,30,30,0.13399403191028383,0.9999962523818602,0.5368432754644377,0.9999999999997253,47,True,6.0246454630636665e-06,False
clustered_points,23001,30,30,0.1,0.9999999665425677,0.5837681517986497,0.9999999999996024,57,True,6.21594934312475e-08,False
clustered_points,23002,30,30,2.5,0.11742703905412835,0.07018036141851536,0.9999999999761,9,True,0.8062441216522335,False
clustered_points,23002,30,30,1.8657547387437996,0.19807753733874495,0.11946147434365423,0.9999999999997136,11,True,0.7620134478671513,False
clustered_points,23002,30,30,1.3924162980579777,0.3200275247814669,0.1959400625853986,0.9999999999999973,14,True,0.6990096258724088,False
clustered_points,23002,30,30,1.0391629225623082,0.4841699737711884,0.30241083676601166,0.9999999999998991,19,True,0.6064700423381679,False
clustered_points,23002,30,30,0.7755292588389932,0.6693819709909826,0.42495051312028603,0.9999999999999836,26,True,0.4690448766233975,False
clustered_points,23002,30,30,0.5787789558853272,0.832748317192626,0.5268399188366248,0.9999999999999911,35,True,0.2855916125614075,False
clustered_points,23002,30,30,0.4319438318512952,0.9379232490173816,0.579651417954702,0.9999999999999805,43,True,0.11752030912332952,False
clustered_points,23002,30,30,0.32236050045908365,0.9844036339362258,0.5993358056939051,0.9999999999999735,48,True,0.030705701652876654,False
clustered_points,23002,30,30,0.24057825252614323,0.9976114167661095,0.6131581518065952,0.9999999999999232,53,True,0.004889147698665582,False
clustered_points,23002,30,30,0.17954400587574165,0.9998081975804127,0.633076755070535,0.9999999999996194,59,True,0.00041958898871800876,False
clustered_points,23002,30,30,0.13399403191028383,0.999993474162716,0.6627530456489503,0.9999999999991617,69,True,1.5864382031534702e-05,False
clustered_points,23002,30,30,0.1,0.9999999296507537,0.701954381131927,0.9999999999983009,84,True,1.9879022507673347e-07,False
clustered_points,23003,30,30,2.5,0.11309871692917604,0.0674534286421115,0.9999999999165587,9,True,0.8083224417150813,False
clustered_points,23003,30,30,1.8657547387437996,0.19121698681608146,0.11305847591836278,0.9999999999994329,11,True,0.758926695450822,False
clustered_points,23003,30,30,1.3924162980579777,0.31008070699521745,0.18101587944352193,0.999999999999874,13,True,0.6850824166776838,False
clustered_points,23003,30,30,1.0391629225623082,0.4716578258921448,0.26922937460186275,0.9999999999999343,17,True,0.5727071558581761,False
clustered_points,23003,30,30,0.7755292588389932,0.6566365785177543,0.35973956127016926,0.9999999999999875,23,True,0.4114190849237757,False
clustered_points,23003,30,30,0.5787789558853272,0.8230023659753244,0.4249459730935609,0.9999999999999943,28,True,0.22762063816878225,False
clustered_points,23003,30,30,0.4319438318512952,0.9327084277228919,0.45818372219867465,0.9999999999999657,31,True,0.08925557098459673,False
clustered_points,23003,30,30,0.32236050045908365,0.9825756325715261,0.4783087336349392,0.999999999999958,34,True,0.02383455654034035,False
clustered_points,23003,30,30,0.24057825252614323,0.9972260970682887,0.5021033652804694,0.9999999999999092,38,True,0.004031874967500276,False
clustered_points,23003,30,30,0.17954400587574165,0.9997655838865094,0.5359553840535984,0.9999999999998528,44,True,0.00037588897600705865,False
clustered_points,23003,30,30,0.13399403191028383,0.9999914611038156,0.5803837703997862,0.9999999999997532,52,True,1.5694671266772174e-05,False
clustered_points,23003,30,30,0.1,0.9999998991400337,0.6329912994084926,0.9999999999993497,64,True,2.2055604571199799e-07,False
clustered_points,23004,30,30,2.5,0.13510980143265972,0.07246534727891973,0.9999999942002774,8,True,0.7626426105104885,False
clustered_points,23004,30,30,1.8657547387437996,0.22576632244422107,0.12221291583280004,0.9999999999996979,11,True,0.7080216372200596,False
clustered_points,23004,30,30,1.3924162980579777,0.35938513651903986,0.197308535447612,0.9999999999998093,14,True,0.6305416559298801,False
clustered_points,23004,30,30,1.0391629225623082,0.5322012277051102,0.2966341454284164,0.999999999999999,18,True,0.5190130738912228,False
clustered_points,23004,30,30,0.7755292588389932,0.7162711053045203,0.4010525535691205,0.999999999999989,25,True,0.3652294298725273,False
clustered_points,23004,30,30,0.5787789558853272,0.8667093902388063,0.4771010166078315,0.9999999999999718,31,True,0.19330584091370664,False
clustered_points,23004,30,30,0.4319438318512952,0.9549650864082572,0.5130537621982181,0.9999999999999877,36,True,0.0690474212887489,False
clustered_points,23004,30,30,0.32236050045908365,0.9899466403983358,0.5298723007066705,0.9999999999999423,39,True,0.015909195000078615,False
clustered_points,23004,30,30,0.24057825252614323,0.9986780931360101,0.5472308604120744,0.999999999999939,43,True,0.0021940874506337195,False
clustered_points,23004,30,30,0.17954400587574165,0.9999132474053348,0.5730777120600954,0.9999999999997716,49,True,0.00015583091016933452,False
clustered_points,23004,30,30,0.13399403191028383,0.9999977462735152,0.6105308557696536,0.9999999999998173,58,True,4.567507574178429e-06,False
clustered_points,23004,30,30,0.1,0.9999999830737468,0.6603018261226097,0.9999999999996688,71,True,4.0780429935471267e-08,False
clustered_points,23005,30,30,2.5,0.1330829582035032,0.08004883252397296,0.9999999999694893,8,True,0.7986883229573458,False
clustered_points,23005,30,30,1.8657547387437996,0.2226200758987095,0.13735417299965222,0.9999999999998905,11,True,0.7567471001347807,False
clustered_points,23005,30,30,1.3924162980579777,0.3549760734291378,0.22815926232399156,0.9999999999999988,14,True,0.7008844271972995,False
clustered_points,23005,30,30,1.0391629225623082,0.5269367601477746,0.3599718895960827,0.9999999999999973,20,True,0.6270493714837897,False
clustered_points,23005,30,30,0.7755292588389932,0.7112884648296584,0.5265132091564705,0.9999999999999988,32,True,0.5310809694871451,False
clustered_points,23005,30,30,0.5787789558853272,0.8632423153106258,0.6966640859625032,0.9999999999999704,57,True,0.40685865473838,False
clustered_points,23005,30,30,0.4319438318512952,0.9533078516367647,0.8206157381800879,0.9999999999999865,105,True,0.24186806159992372,False
clustered_points,23005,30,30,0.32236050045908365,0.9894384134104937,0.8706726414345295,0.9999999999998855,156,True,0.07666846828616629,False
clustered_points,23005,30,30,0.24057825252614323,0.9985873683376846,0.8813119101274535,0.9999999999995254,182,True,0.011188770395232627,False
clustered_points,23005,30,30,0.17954400587574165,0.9999051723367477,0.8870738554334567,0.9999999999986258,204,True,0.0007914087085188037,False
clustered_points,23005,30,30,0.13399403191028383,0.999997460807416,0.8956435189311119,0.9999999999969781,235,True,2.3039027471115142e-05,False
clustered_points,23005,30,30,0.1,0.9999999801407721,0.9078376007235703,0.9999999999945939,281,True,2.0539120202406342e-07,False
grid_1d,37000,30,30,2.5,0.0389570170338834,nan,nan,4,True,,False
grid_1d,37000,30,30,1.8657547387437996,0.06851397024308238,nan,nan,4,True,,False
grid_1d,37000,30,30,1.3924162980579777,0.11861857684217356,nan,nan,4,True,,False
grid_1d,37000,30,30,1.0391629225623082,0.19996041720440955,nan,nan,5,True,,False
grid_1d,37000,30,30,0.7755292588389932,0.32274380737422065,nan,nan,5,True,,False
grid_1d,37000,30,30,0.5787789558853272,0.4875604332395868,nan,nan,6,True,,False
grid_1d,37000,30,30,0.4319438318512952,0.6727976329164984,nan,nan,7,True,,False
grid_1d,37000,30,30,0.32236050045908365,0.835322831420913,0.07118654901228695,0.9999999992836581,9,True,0.06809472621311284,False
grid_1d,37000,30,30,0.24057825252614323,0.9392771029817415,0.13789949886698274,0.999999999999521,11,True,0.03161911282760918,False
grid_1d,37000,30,30,0.17954400587574165,0.9848685489650741,0.2453413060176054,0.9999999999999956,15,True,0.010851217569386081,False
grid_1d,37000,30,30,0.13399403191028383,0.9977069491666392,0.39061029425583677,0.9999999999999971,22,True,0.0024421002506827853,False
grid_1d,37000,30,30,0.1,0.9998184167690561,0.5518469606843937,0.9999999999997864,34,True,0.0003054742624932484,False
iid_random,47000,30,30,2.5,0.034820644297281225,nan,nan,4,True,,False
iid_random,47000,30,30,1.8657547387437996,0.06137394210838174,nan,nan,4,True,,False
iid_random,47000,30,30,1.3924162980579777,0.10666104287276146,nan,nan,4,True,,False
iid_random,47000,30,30,1.0391629225623082,0.18095225561402528,nan,nan,5,True,,False
iid_random,47000,30,30,0.7755292588389932,0.29505221826732503,nan,nan,5,True,,False
iid_random,47000,30,30,0.5787789558853272,0.45246413546702935,nan,nan,6,True,,False
iid_random,47000,30,30,0.4319438318512952,0.6366540361916347,nan,nan,7,True,,False
iid_random,47000,30,30,0.32236050045908365,0.8072803488680698,0.05840707180597254,0.999198131161478,8,True,0.07537333910029345,False
iid_random,47000,30,30,0.24057825252614323,0.9240007116277018,0.10023417399759778,0.9994644979401505,10,True,0.034362600377100774,False
iid_random,47000,30,30,0.17954400587574165,0.9793961036166974,0.16688123556149279,0.999859686724311,12,True,0.011627720389675503,False
iid_random,47000,30,30,0.13399403191028383,0.9965213255856863,0.24868571963280126,0.9999950849303596,15,True,0.0025041864337862823,False
iid_random,47000,30,30,0.1,0.9996823701959081,0.33816005728826815,0.9999972831015788,19,True,0.0002929991927974983,False
iid_random,47001,30,30,2.5,0.035546165635514326,nan,nan,4,True,,False
iid_random,47001,30,30,1.8657547387437996,0.0626285986915981,nan,nan,4,True,,False
iid_random,47001,30,30,1.3924162980579777,0.10876894297436093,nan,nan,4,True,,False
iid_random,47001,30,30,1.0391629225623082,0.18432127658635114,nan,nan,5,True,,False
iid_random,47001,30,30,0.7755292588389932,0.30000413517475016,nan,nan,5,True,,False
iid_random,47001,30,30,0.5787789558853272,0.4588271067450483,nan,nan,6,True,,False
iid_random,47001,30,30,0.4319438318512952,0.6433365652251347,nan,nan,7,True,,False
iid_random,47001,30,30,0.32236050045908365,0.8125981640919707,0.0698993592513633,0.9994025549239252,8,True,0.07799400481197863,False
iid_random,47001,30,30,0.24057825252614323,0.9269864389533143,0.1261622999942027,0.9999807335761451,10,True,0.036622959778628006,False
iid_random,47001,30,30,0.17954400587574165,0.9805037958956956,0.19861166755550907,0.9999996638316271,13,True,0.012180596338711198,False
iid_random,47001,30,30,0.13399403191028383,0.9967716291100318,0.28887297923902305,0.999999983452925,17,True,0.0026040232850600086,False
iid_random,47001,30,30,0.1,0.9997126573686188,0.3910636887464855,0.999999996151361,22,True,0.00030609070279520356,False
iid_random,47002,30,30,2.5,0.03544525223011997,nan,nan,4,True,,False
iid_random,47002,30,30,1.8657547387437996,0.06245414585049524,nan,nan,4,True,,False
iid_random,47002,30,30,1.3924162980579777,0.10847602283094657,nan,nan,4,True,,False
iid_random,47002,30,30,1.0391629225623082,0.18385357498516045,nan,nan,5,True,,False
iid_random,47002,30,30,0.7755292588389932,0.29931782244693494,nan,nan,5,True,,False
iid_random,47002,30,30,0.5787789558853272,0.45794749870633616,nan,nan,6,True,,False
iid_random,47002,30,30,0.4319438318512952,0.6424162180033292,nan,nan,7,True,,False
iid_random,47002,30,30,0.32236050045908365,0.8118693569893826,0.060492785304311465,0.9995778829345975,8,True,0.07429542500291908,False
iid_random,47002,30,30,0.24057825252614323,0.9265796772371179,0.11022020767417812,0.9999532624162422,10,True,0.03457856183284678,False
iid_random,47002,30,30,0.17954400587574165,0.980353948994547,0.18519235252028654,0.9999930096275992,13,True,0.011765932025983928,False
iid_random,47002,30,30,0.13399403191028383,0.996738060200702,0.28130498643884555,0.9999919785386433,17,True,0.002576070901798014,False
iid_random,47002,30,30,0.1,0.9997086408303546,0.3943931643619715,0.9999990905100182,23,True,0.0003131980162316942,False
iid_random,47003,30,30,2.5,0.03612671775210174,nan,nan,4,True,,False
iid_random,47003,30,30,1.8657547387437996,0.06363185443251869,nan,nan,4,True,,False
iid_random,47003,30,30,1.3924162980579777,0.11045241513949795,nan,nan,4,True,,False
iid_random,47003,30,30,1.0391629225623082,0.18700632929437422,nan,nan,5,True,,False
iid_random,47003,30,30,0.7755292588389932,0.30393716470071847,nan,nan,5,True,,False
iid_random,47003,30,30,0.5787789558853272,0.46385378334273764,nan,nan,6,True,,False
iid_random,47003,30,30,0.4319438318512952,0.6485749388807935,nan,nan,7,True,,False
iid_random,47003,30,30,0.32236050045908365,0.8167245320570646,0.0639849426484373,0.9999194147942391,8,True,0.07364332295203901,False
iid_random,47003,30,30,0.24057825252614323,0.92927481893311,0.11044341272192693,0.9999999454908656,10,True,0.033292043710155886,False
iid_random,47003,30,30,0.17954400587574165,0.9813405121463517,0.17481996323078786,0.9999999941623046,13,True,0.010800336816337283,False
iid_random,47003,30,30,0.13399403191028383,0.9969573602739061,0.25691413206804165,0.9999999928497744,17,True,0.0022422722545928043,False
iid_random,47003,30,30,0.1,0.9997346188160833,0.3560782903295001,0.9999983416938172,22,True,0.00025703583872251296,False
iid_random,47004,30,30,2.5,0.035459496799971554,nan,nan,4,True,,False
iid_random,47004,30,30,1.8657547387437996,0.06247877212477055,nan,nan,4,True,,False
iid_random,47004,30,30,1.3924162980579777,0.10851737565068222,nan,nan,4,True,,False
iid_random,47004,30,30,1.0391629225623082,0.1839196116165443,nan,nan,5,True,,False
iid_random,47004,30,30,0.7755292588389932,0.29941474777885635,nan,nan,5,True,,False
iid_random,47004,30,30,0.5787789558853272,0.45807176666083355,nan,nan,6,True,,False
iid_random,47004,30,30,0.4319438318512952,0.6425463082596726,nan,nan,7,True,,False
iid_random,47004,30,30,0.32236050045908365,0.8119724427256247,0.06952103376684499,0.9988326126592924,8,True,0.07812417063023798,False
iid_random,47004,30,30,0.24057825252614323,0.9266372584367726,0.12393028515540848,0.9999442839585896,10,True,0.03649031614350802,False
iid_random,47004,30,30,0.17954400587574165,0.9803751817510106,0.19260162952219914,0.9999911881882867,13,True,0.012033006616678067,False
iid_random,47004,30,30,0.13399403191028383,0.9967428223973326,0.2735529081259924,0.9999979208092143,16,True,0.0025168509249898245,False
iid_random,47004,30,30,0.1,0.9997092114974407,0.37130068121244053,0.9999999918055464,21,True,0.000293548140466811,False
iid_random,47005,30,30,2.5,0.03558186747242468,nan,nan,4,True,,False
iid_random,47005,30,30,1.8657547387437996,0.06269031329223972,nan,nan,4,True,,False
iid_random,47005,30,30,1.3924162980579777,0.10887255343099851,nan,nan,4,True,,False
iid_random,47005,30,30,1.0391629225623082,0.1844866738666543,nan,nan,5,True,,False
iid_random,47005,30,30,0.7755292588389932,0.3002467543897883,nan,nan,6,True,,False
iid_random,47005,30,30,0.5787789558853272,0.4591378834167314,nan,nan,6,True,,False
iid_random,47005,30,30,0.4319438318512952,0.643661472284962,nan,nan,7,True,,False
iid_random,47005,30,30,0.32236050045908365,0.8128551788600586,0.08398345229057366,0.9999561862637447,9,True,0.08364593596616515,False
iid_random,47005,30,30,0.24057825252614323,0.9271296993007829,0.1345601954152378,0.9999874779222878,11,True,0.03772257286855092,False
iid_random,47005,30,30,0.17954400587574165,0.9805564914314596,0.19916220306308596,0.9999899638151997,13,True,0.012168186498221987,False
iid_random,47005,30,30,0.13399403191028383,0.996783412089066,0.2806731152611646,0.999993100917631,17,True,0.00253570129898192,False
iid_random,47005,30,30,0.1,0.9997140638194303,0.37976805586601214,0.9999998510773895,22,True,0.00029537147852367696,False
