p,d,alpha,n50_interp,n50_logistic,logistic_steepness
14,1,0.0005494505494505495,45.0,67.73164100985868,0.019009836900386153
14,2,0.0005494505494505495,204.75,440.03952573040726,0.005949077405560269
14,3,0.0005494505494505495,689.4444444444443,1217.0902162290984,0.0026430651278179953
