label,n_start,count,n_spacings,t_min,t_max,mean_spacing,std_spacing,ks_gue,p_gue,ks_poisson,p_poisson,pc_err_montgomery,pc_err_flat,repulsion_fraction
n=1-300,1,300,299,14.134725141734695,541.8474371212013,0.9985225761357795,0.36699334396645344,0.06110314730573631,0.20565136374994575,0.342571670402048,7.857076922210295e-32,0.13323431980873868,0.38198755945273627,0.0
n=10000-10300,10000,300,299,9877.782654005501,10132.299913995306,0.9988652448699572,0.39485264153572,0.03936957264771612,0.7276165421962948,0.30875193717259014,8.279597627873334e-26,0.10959363508904728,0.3620876396815576,0.006688963210702341
n=50000-50300,50000,300,299,40433.68738546216,40647.87358431525,1.0001110617972198,0.3875234809864109,0.05365793738840141,0.343249927134364,0.32471109643645574,1.452393342006282e-28,0.13878822877657035,0.37819007572338154,0.010033444816053512
n=300000-300300,300000,300,299,201090.14390610566,201271.35669242998,1.0006621094145283,0.4199296396693989,0.05422387247643595,0.33098950622289525,0.2863440730015436,3.4071544199066347e-22,0.09916333927116427,0.34518125575151176,0.010033444816053512
