topology,n,tau,mean_rho_mean,mean_rho_sem,susceptibility_mean,susceptibility_sem,realization
rr,1000,0.18571428577577964,0.009281250000000001,0.001498930884000423,6.972877692428388,1.8674849326802632,0
rr,1000,0.20714285721972456,0.03618430555555556,0.004046425913520611,14.285020024728228,2.902436811634531,0
rr,1000,0.22857142866366947,0.13677569444444446,0.007692012175321765,6.718111116727043,0.6584682460117075,0
rr,1000,0.24203273896794417,0.1954959722222222,0.0022418624951753043,4.656432554529357,0.7745400530454566,0
rr,1000,0.25000000010761436,0.22384694444444445,0.0023420461721822966,3.3046826114118684,0.49673018057876167,0
rr,1000,0.3245052108891745,0.4085756944444444,0.0018309291246848877,1.2977295619688853,0.06111006540260843,0
rr,1000,0.4350801149598793,0.5556345833333334,0.0009445522099464919,0.7764595759785009,0.038107422350819244,0
rr,1000,0.5833333335844335,0.6587576388888889,0.0005291816793340487,0.4766793248856412,0.005483507124931369,0
rr,1000,0.041666666666666664,0.0021762500000000002,0.000144779237187437,11.21739741340517,5.531489200774482,1
rr,1000,0.05586455167740218,0.0018565277777777781,0.00012938589022971168,1.8496318662381888,0.7892028608236613,1
rr,1000,0.07490035521881139,0.001794305555555556,7.700488166610943e-05,0.956328328222672,0.19676320572626693,1
rr,1000,0.09999999999999999,0.0032201388888888896,0.0006363700497963257,5.180517641487254,1.9246349009085268,1
rr,1000,0.10042259435464972,0.003219305555555556,0.0003728084366014733,7.239801460446044,2.1369543746440525,1
rr,1000,0.12142857144352447,0.0036386111111111116,0.0005751955071096931,5.5755386188695635,3.2037834118987143,1
rr,1000,0.13464151708569908,0.005220694444444445,0.0015457127482001824,10.614373240464111,7.264146814037027,1
rr,1000,0.14285714288704893,0.0037113888888888895,0.00028571786171336516,4.860318446999418,2.4008826857097714,1
rr,1000,0.1642857143305734,0.004109444444444445,0.00038102633761834335,2.353097025080161,0.19686245599428767,1
rr,1000,0.18052051173978886,0.0075873611111111116,0.0010279946061320677,4.419945910194805,0.6385006412965748,1
rr,1000,0.18571428577409788,0.008635694444444444,0.0016850814687507424,6.5642786125881525,1.9092853308230773,1
rr,1000,0.20714285721762235,0.03619611111111111,0.00786175580068138,11.98514546504973,2.2929857682080903,1
rr,1000,0.22857142866114682,0.14342902777777777,0.004844751494766168,5.329574335750838,0.7488778025575848,1
rr,1000,0.24203273896604469,0.189315,0.002396987338821198,4.459274987651467,0.4291783930711084,1
rr,1000,0.25000000010467127,0.2220213888888889,0.0019614413542632363,3.664371573230378,0.24017133748372155,1
rr,1000,0.32450521088620327,0.40896388888888885,0.0012885284457688582,1.3068925370121773,0.04500918975917111,1
rr,1000,0.4350801149553265,0.5551081944444445,0.00039863691199244224,0.7043025984656248,0.027127540763513362,1
rr,1000,0.5833333335775663,0.6578837500000001,0.00025854942923154425,0.4648971878096651,0.015986234050168694,1
