alpha0,linear_rmse,linear_r2,power_k,power_rmse,power_r2,better_model,spearman_rho,spearman_p
0.12840035799819507,0.07981038509386407,-1.9202121005467157,21.64422011213839,0.0013366634089144085,0.9991808947634012,power-law,-1.0,0.0
