n,rho,alpha,p,n_trials,n_samples,mean_overlap,sem_overlap,ci_lo,ci_hi,mean_sweeps_used
200,0.0,0.188,38,20,100,0.7327000000000001,0.025496228677349065,0.683995,0.7811049999999999,13.4
200,0.0,0.2029,41,20,100,0.6715000000000002,0.025339462974545923,0.6227875,0.7241024999999999,14.05
200,0.0,0.208,42,20,100,0.7379000000000001,0.02444755053727729,0.6902949999999999,0.7863100000000001,11.3
200,0.0,0.228,46,20,100,0.5678,0.02467386463364821,0.5185949999999999,0.6158075,13.65
200,0.0,0.2486,50,20,100,0.5249,0.018569821830816867,0.48809749999999996,0.5617024999999999,14.35
200,0.0,0.2943,59,20,100,0.46020000000000005,0.018627654037733653,0.42669749999999995,0.4982000000000001,13.75
200,0.0,0.34,68,20,100,0.40080000000000005,0.014853275664977003,0.3720925000000001,0.4315025,13.9
200,0.1,0.005,2,20,40,1.0,0.0,1.0,1.0,2.0
200,0.1,0.01,2,20,40,1.0,0.0,1.0,1.0,2.0
200,0.1,0.015,3,20,60,1.0,0.0,1.0,1.0,2.0
200,0.1,0.02,4,20,80,1.0,0.0,1.0,1.0,2.0
200,0.1,0.025,5,20,100,1.0,0.0,1.0,1.0,2.0
200,0.1,0.03,6,20,100,1.0,0.0,1.0,1.0,2.0
200,0.1,0.0342,7,20,100,1.0,0.0,1.0,1.0,2.0
200,0.1,0.035,7,20,100,0.9998,0.00020000000000000017,0.9994,1.0,2.0
200,0.1,0.04,8,20,100,0.9996,0.00040000000000000034,0.9987999999999999,1.0,2.1
200,0.1,0.045,9,20,100,0.9965999999999999,0.0030057856668011893,0.9903,0.9999000000000001,2.45
200,0.1,0.05,10,20,100,0.9846,0.007694179880949237,0.9685975,0.9978999999999999,3.1
200,0.1,0.0542,11,20,100,0.9843,0.007604165525114068,0.9669975000000001,0.9969,3.45
200,0.1,0.055,11,20,100,0.9434,0.015211120334090514,0.9118,0.9710025,4.8
200,0.1,0.06,12,20,100,0.9137000000000001,0.01958697516105016,0.872995,0.9488025,4.65
200,0.1,0.065,13,20,100,0.8787,0.022278156625409173,0.8328925,0.920005,6.75
200,0.1,0.0657,13,20,100,0.8357000000000001,0.025842278021361305,0.7833924999999999,0.8850049999999999,7.4
200,0.1,0.07,14,20,100,0.8016,0.027589604249178036,0.7486999999999999,0.854015,7.5
200,0.1,0.0742,15,20,100,0.8157000000000001,0.027792250573121853,0.7588900000000001,0.87,6.95
200,0.1,0.075,15,20,100,0.8349000000000001,0.025960924404951298,0.781495,0.8845149999999997,8.8
200,0.1,0.08,16,20,100,0.7156,0.031831094638082834,0.6530000000000001,0.7756075000000001,8.65
200,0.1,0.085,17,20,100,0.6861999999999999,0.03098281700386441,0.6241875,0.7472199999999998,8.85
200,0.1,0.09,18,20,100,0.6804000000000001,0.03456743373100576,0.6146874999999999,0.7443099999999999,7.8
200,0.1,0.0942,19,20,100,0.6228,0.03241899929287632,0.5628974999999999,0.6866025000000001,9.5
200,0.1,0.095,19,20,100,0.5481,0.03241700981356123,0.4850000000000001,0.6132174999999999,9.75
200,0.1,0.1,20,20,100,0.5001999999999999,0.030792554524453054,0.44229749999999995,0.5636049999999999,9.9
200,0.1,0.105,21,20,100,0.46460000000000007,0.02906086263987594,0.40690000000000004,0.5233025000000001,9.3
200,0.1,0.11,22,20,100,0.4542000000000001,0.02889590513088893,0.4002875,0.510605,10.0
200,0.1,0.1114,22,20,100,0.46620000000000006,0.030277097388333417,0.41079749999999987,0.5289074999999999,10.3
200,0.1,0.1142,23,20,100,0.39849999999999997,0.024146595635991436,0.35518999999999995,0.44570499999999996,9.6
200,0.1,0.115,23,20,100,0.3496,0.02028729014467288,0.3098975,0.392405,10.1
200,0.1,0.12,24,20,100,0.3524000000000001,0.021991789101362076,0.310995,0.399205,9.95
200,0.1,0.125,25,20,100,0.3782,0.026818273583133535,0.32969750000000003,0.430005,9.15
200,0.1,0.1342,27,20,100,0.2993,0.01783553087564712,0.26729500000000006,0.3357025,8.4
200,0.1,0.1542,31,20,100,0.26259999999999994,0.011850601996386838,0.2396975,0.2875,8.4
200,0.1,0.1571,31,20,100,0.2657,0.011853699929566381,0.24340000000000006,0.28930249999999996,8.8
200,0.1,0.1742,35,20,100,0.26159999999999994,0.012080303695426592,0.23969750000000004,0.287005,8.25
200,0.1,0.1942,39,20,100,0.24719999999999998,0.009985929494983826,0.22829750000000004,0.26660500000000004,7.5
200,0.1,0.2029,41,20,100,0.2409,0.011941858305891081,0.21850000000000003,0.26630000000000004,7.45
200,0.1,0.2142,43,20,100,0.2369,0.009238364234937575,0.21980000000000005,0.25530749999999997,7.7
200,0.1,0.2486,50,20,100,0.2434,0.010303691600880755,0.2255,0.26470249999999995,6.4
200,0.1,0.2943,59,20,100,0.23089999999999997,0.008970315805843496,0.21339749999999996,0.24760249999999998,6.55
200,0.1,0.34,68,20,100,0.2413,0.008730134736947223,0.2237,0.25900249999999997,5.8
200,0.2,0.005,2,20,40,1.0,0.0,1.0,1.0,2.0
200,0.2,0.01,2,20,40,1.0,0.0,1.0,1.0,2.0
200,0.2,0.015,3,20,60,1.0,0.0,1.0,1.0,2.0
200,0.2,0.02,4,20,80,1.0,0.0,1.0,1.0,2.0
200,0.2,0.0204,4,20,80,1.0,0.0,1.0,1.0,2.0
200,0.2,0.025,5,20,100,0.9986,0.0013999999999999996,0.9958,1.0,2.0
200,0.2,0.03,6,20,100,0.9934999999999999,0.003704692628916397,0.9855975,0.9994,2.1
200,0.2,0.035,7,20,100,0.9323999999999999,0.015288551206042968,0.9008975,0.9599025000000001,3.7
200,0.2,0.04,8,20,100,0.8916999999999998,0.018983807560522457,0.855295,0.9284025,4.45
200,0.2,0.0404,8,20,100,0.7889,0.023225680231636323,0.7453,0.8332099999999999,6.95
200,0.2,0.045,9,20,100,0.7282,0.026199074700292663,0.6783000000000001,0.779005,7.1
200,0.2,0.05,10,20,100,0.5495,0.024803215415536244,0.5031975,0.5963025000000001,7.85
200,0.2,0.055,11,20,100,0.44949999999999996,0.016283706301364283,0.4192,0.4815025000000001,7.05
200,0.2,0.06,12,20,100,0.4363000000000001,0.018244498271306808,0.40209500000000004,0.4720075,7.75
200,0.2,0.0604,12,20,100,0.449,0.017723749973730534,0.4153,0.4862025000000001,7.65
200,0.2,0.065,13,20,100,0.42700000000000005,0.018891235742502073,0.3916925,0.4651125,7.6
200,0.2,0.0657,13,20,100,0.3729,0.009046786359494925,0.3554,0.3892025,7.0
200,0.2,0.07,14,20,100,0.3853999999999999,0.016490842270420233,0.35529,0.4194199999999998,7.55
200,0.2,0.075,15,20,100,0.3862000000000001,0.015400892011421766,0.3589925,0.41990249999999996,6.9
200,0.2,0.08,16,20,100,0.3618999999999999,0.009892038427059624,0.3431,0.38189999999999996,6.25
200,0.2,0.0804,16,20,100,0.3492,0.008489660972874208,0.3328,0.365705,6.7
200,0.2,0.085,17,20,100,0.35810000000000003,0.011185935433174622,0.33719750000000004,0.3808025,6.85
200,0.2,0.09,18,20,100,0.3469000000000001,0.008982243988598121,0.3298925,0.364805,6.2
200,0.2,0.095,19,20,100,0.34620000000000006,0.009891104053336987,0.32730000000000004,0.3662025,6.3
200,0.2,0.1,20,20,100,0.3477,0.0080639552167267,0.33210000000000006,0.36269999999999997,6.05
200,0.2,0.1004,20,20,100,0.34049999999999997,0.008660108241094608,0.3228974999999999,0.3570999999999999,6.3
200,0.2,0.105,21,20,100,0.35229999999999995,0.01009235634357292,0.33399,0.373605,6.2
200,0.2,0.11,22,20,100,0.35129999999999995,0.009166975201419188,0.333,0.3683024999999999,5.75
200,0.2,0.1114,22,20,100,0.3243,0.008352408471376822,0.3073,0.3404999999999999,6.8
200,0.2,0.115,23,20,100,0.32159999999999994,0.009779095411678273,0.3024975,0.341805,6.25
200,0.2,0.12,24,20,100,0.3347,0.006769591844223234,0.3215,0.3476050000000001,5.6
200,0.2,0.1204,24,20,100,0.32699999999999996,0.008572330399888264,0.30929500000000004,0.344,5.65
200,0.2,0.125,25,20,100,0.33769999999999994,0.00791604303763802,0.32289749999999995,0.3540025,5.55
200,0.2,0.1404,28,20,100,0.32130000000000003,0.009185688253302998,0.3029975,0.33960250000000003,5.35
200,0.2,0.1571,31,20,100,0.32400000000000007,0.008302366706505618,0.307995,0.34019999999999995,5.55
200,0.2,0.1604,32,20,100,0.3335999999999999,0.008244398159362575,0.31739999999999996,0.3503025,5.3
200,0.2,0.1804,36,20,100,0.32809999999999995,0.0070563317794600745,0.3141,0.34119999999999995,4.7
200,0.2,0.2004,40,20,100,0.3342,0.007887056267433152,0.3183,0.3492,4.7
200,0.2,0.2029,41,20,100,0.3056999999999999,0.008752783107172948,0.288695,0.32220249999999995,4.9
200,0.2,0.2486,50,20,100,0.3061,0.007632856938951826,0.2912925,0.3211,4.6
200,0.2,0.2943,59,20,100,0.3084,0.0071798258328387736,0.2943975,0.32199999999999995,4.7
200,0.2,0.34,68,20,100,0.2975,0.008155527344238769,0.28149749999999996,0.3132025,4.35
200,0.3,0.005,2,20,40,1.0,0.0,1.0,1.0,2.0
200,0.3,0.01,2,20,40,1.0,0.0,1.0,1.0,2.0
200,0.3,0.015,3,20,60,1.0,0.0,1.0,1.0,2.0
200,0.3,0.02,4,20,80,1.0,0.0,1.0,1.0,2.0
200,0.3,0.025,5,20,100,0.9584000000000001,0.011707478400793678,0.9339975,0.9789025,2.45
200,0.3,0.0296,6,20,100,0.8053000000000001,0.018406989779083182,0.7692974999999999,0.8408,4.4
200,0.3,0.03,6,20,100,0.8241,0.017082742783584286,0.788695,0.855405,4.5
200,0.3,0.035,7,20,100,0.6109,0.02083465207947393,0.5705,0.6525025,5.35
200,0.3,0.04,8,20,100,0.5306,0.013601708151789783,0.5052975,0.5591025000000001,6.35
200,0.3,0.045,9,20,100,0.4681,0.00935894213999627,0.45150000000000007,0.48750000000000004,5.7
200,0.3,0.0492,10,20,100,0.45909999999999995,0.011596843004747788,0.4357974999999999,0.4817025,5.8
200,0.3,0.05,10,20,100,0.45659999999999995,0.010541136350297131,0.435,0.4761074999999999,6.15
200,0.3,0.055,11,20,100,0.43320000000000003,0.007266750069023743,0.419,0.4475025,5.05
200,0.3,0.06,12,20,100,0.4410999999999998,0.011468793847795518,0.4191949999999999,0.46360250000000003,6.6
200,0.3,0.065,13,20,100,0.4336,0.007448842361417815,0.4194000000000001,0.4474,5.35
200,0.3,0.0657,13,20,100,0.4132,0.008537357005916096,0.39660000000000006,0.4294025,5.7
200,0.3,0.0689,14,20,100,0.4045,0.008743684589577794,0.38679749999999996,0.42210250000000005,5.7
200,0.3,0.07,14,20,100,0.42010000000000003,0.007961390417115428,0.40549499999999994,0.43560000000000004,5.5
200,0.3,0.075,15,20,100,0.40809999999999996,0.008183125035922119,0.3924975,0.4232,5.3
200,0.3,0.08,16,20,100,0.4261,0.008602201973208882,0.40899500000000016,0.4431025,5.0
200,0.3,0.085,17,20,100,0.41010000000000013,0.008112211769793723,0.39399249999999997,0.42640500000000003,5.1
200,0.3,0.0885,18,20,100,0.4009,0.008056736938799113,0.3854000000000001,0.416505,5.2
200,0.3,0.09,18,20,100,0.41539999999999994,0.008307742524812974,0.39929749999999997,0.4307025,4.95
200,0.3,0.095,19,20,100,0.40459999999999996,0.007293860708870443,0.39099749999999994,0.4189,4.65
200,0.3,0.1,20,20,100,0.4114,0.008213096218537167,0.39409750000000004,0.4274,5.0
200,0.3,0.105,21,20,100,0.40840000000000004,0.008534801010148292,0.3918974999999999,0.42519999999999997,4.8
200,0.3,0.1081,22,20,100,0.4039,0.007408560432146563,0.3896975,0.41820500000000005,4.85
200,0.3,0.11,22,20,100,0.41069999999999995,0.007243603935873219,0.39569749999999987,0.425,4.8
200,0.3,0.1114,22,20,100,0.39890000000000003,0.006887105503927046,0.3850975,0.41240000000000004,4.95
200,0.3,0.115,23,20,100,0.40679999999999994,0.007832695009453076,0.39230000000000004,0.42200000000000004,4.8
200,0.3,0.12,24,20,100,0.4035,0.00872633885996813,0.3865,0.4196000000000001,5.1
200,0.3,0.125,25,20,100,0.38300000000000006,0.008190287423577273,0.36739999999999995,0.39849999999999985,5.05
200,0.3,0.1277,26,20,100,0.39710000000000006,0.007552235604525499,0.3827999999999999,0.4120999999999999,4.95
200,0.3,0.1474,29,20,100,0.3961,0.007250071403340476,0.3810975,0.41170249999999997,4.5
200,0.3,0.1571,31,20,100,0.3993,0.006861184925787862,0.3860975,0.4128025,4.35
200,0.3,0.167,33,20,100,0.3940999999999999,0.008846725125974326,0.37620000000000003,0.41129999999999994,4.2
200,0.3,0.1866,37,20,100,0.3899000000000001,0.007149902874243196,0.37589749999999994,0.40379999999999994,4.2
200,0.3,0.2029,41,20,100,0.40330000000000005,0.0071266394534163086,0.3889975,0.4170025,4.2
200,0.3,0.2486,50,20,100,0.3864999999999999,0.006772456099242106,0.3729,0.3996,3.85
200,0.3,0.2943,59,20,100,0.3708000000000001,0.0069872611359400455,0.35589750000000003,0.38420000000000004,4.5
200,0.3,0.34,68,20,100,0.37949999999999995,0.0064500802594646325,0.3671974999999999,0.3920024999999999,4.0
200,0.4,0.005,2,20,40,1.0,0.0,1.0,1.0,2.0
200,0.4,0.01,2,20,40,1.0,0.0,1.0,1.0,2.0
200,0.4,0.015,3,20,60,1.0,0.0,1.0,1.0,2.0
200,0.4,0.02,4,20,80,0.9748750000000002,0.007217230064929798,0.959,0.987878125,2.2
200,0.4,0.025,5,20,100,0.7672000000000001,0.018202053386218473,0.7308,0.8008049999999999,3.8
200,0.4,0.0281,6,20,100,0.6683000000000001,0.013617468727537232,0.643395,0.6943025,4.8
200,0.4,0.03,6,20,100,0.6632000000000001,0.013670642437225275,0.6381,0.69121,5.0
200,0.4,0.035,7,20,100,0.5284,0.006395579281303167,0.5166974999999999,0.5419025000000001,4.3
200,0.4,0.04,8,20,100,0.53,0.009527207186142053,0.5107,0.5489025000000001,5.8
200,0.4,0.045,9,20,100,0.502,0.006535064705652937,0.4885975000000001,0.5146999999999999,4.0
200,0.4,0.0462,9,20,100,0.5025,0.006735065783725585,0.4895974999999999,0.5156024999999999,4.1
200,0.4,0.05,10,20,100,0.5091999999999999,0.008213907890175226,0.493,0.5245,5.45
200,0.4,0.055,11,20,100,0.49670000000000003,0.005565142233654777,0.48599999999999993,0.5078025,4.15
200,0.4,0.06,12,20,100,0.48699999999999993,0.008634555897992413,0.4701975,0.5044999999999998,5.3
200,0.4,0.0643,13,20,100,0.4710999999999999,0.006330773007199584,0.4583975,0.483,4.15
200,0.4,0.065,13,20,100,0.48390000000000005,0.006779194255033172,0.4712974999999999,0.4976,4.05
200,0.4,0.0657,13,20,100,0.47779999999999995,0.006608198152922083,0.46539,0.4912025,4.55
200,0.4,0.07,14,20,100,0.48499999999999993,0.007555184185763316,0.46899749999999996,0.49920000000000003,4.9
200,0.4,0.075,15,20,100,0.48009999999999997,0.006685571679884128,0.4671974999999999,0.4938,4.1
200,0.4,0.08,16,20,100,0.4804,0.007220789290638385,0.465595,0.4935,4.8
200,0.4,0.0824,16,20,100,0.4785000000000001,0.00811330743752248,0.4627975,0.4936,4.75
200,0.4,0.085,17,20,100,0.4728,0.006913725186872556,0.4593974999999999,0.4861,4.35
200,0.4,0.09,18,20,100,0.46930000000000005,0.006954767277112002,0.45599750000000006,0.48210500000000006,4.55
200,0.4,0.095,19,20,100,0.4697,0.007292524192000263,0.4548975,0.4833025,4.5
200,0.4,0.1,20,20,100,0.4618,0.00689074917860346,0.44879749999999996,0.4754,4.3
200,0.4,0.1004,20,20,100,0.47529999999999994,0.0077673949456960305,0.4597975000000001,0.4905,4.75
200,0.4,0.105,21,20,100,0.4687000000000001,0.006676742385991007,0.45579749999999997,0.4820999999999999,3.8
200,0.4,0.11,22,20,100,0.4741999999999999,0.0070898704237992,0.46079749999999997,0.4878025,4.5
200,0.4,0.1114,22,20,100,0.4617000000000001,0.007015214346207272,0.447995,0.4759,4.1
200,0.4,0.115,23,20,100,0.45530000000000004,0.006867365366041556,0.44229999999999997,0.4680050000000001,4.0
200,0.4,0.1185,24,20,100,0.4686999999999999,0.006851461541344683,0.45589749999999996,0.4818025,4.1
200,0.4,0.12,24,20,100,0.45860000000000006,0.006819490783442304,0.44530000000000003,0.4720025,3.95
200,0.4,0.125,25,20,100,0.45210000000000006,0.007447181013679273,0.43800000000000006,0.466605,4.0
200,0.4,0.1366,27,20,100,0.46319999999999995,0.007269529600053955,0.4495,0.4781,3.85
200,0.4,0.1547,31,20,100,0.4533,0.007722530333218171,0.43869749999999996,0.46790000000000004,4.1
200,0.4,0.1571,31,20,100,0.4459,0.007438766868591362,0.4321,0.4613999999999999,3.9
200,0.4,0.1728,35,20,100,0.4417000000000001,0.007609211589258182,0.42589999999999995,0.45620249999999996,3.8
200,0.4,0.2029,41,20,100,0.45919999999999994,0.006666181800549682,0.44669500000000006,0.47280249999999996,3.9
200,0.4,0.2486,50,20,100,0.4493000000000001,0.007006858112311153,0.4353975,0.4625,3.5
200,0.4,0.2943,59,20,100,0.4411,0.006268238036386946,0.4286975,0.45390250000000004,3.6
200,0.4,0.34,68,20,100,0.4476,0.005951181870567026,0.43560000000000004,0.4587025,3.5
200,0.5,0.005,2,20,40,1.0,0.0,1.0,1.0,2.0
200,0.5,0.01,2,20,40,1.0,0.0,1.0,1.0,2.0
200,0.5,0.015,3,20,60,0.9966666666666666,0.003333333333333333,0.99,1.0,2.0
200,0.5,0.02,4,20,80,0.8741249999999999,0.010594203320086969,0.854496875,0.895875,2.5
200,0.5,0.025,5,20,100,0.614,0.006823903323293537,0.6005999999999999,0.6271025,3.7
200,0.5,0.0266,5,20,100,0.6365999999999999,0.010335014525994883,0.6166,0.6572999999999999,3.75
200,0.5,0.03,6,20,100,0.6648,0.009887733447422251,0.6453949999999999,0.6842025,4.6
200,0.5,0.035,7,20,100,0.5765000000000001,0.00543719884804035,0.5661999999999999,0.5869,3.4
200,0.5,0.04,8,20,100,0.575,0.008717218535169288,0.5577975,0.5911,5.25
200,0.5,0.0431,9,20,100,0.5440999999999999,0.005805074408557472,0.5325975,0.5550025000000001,3.45
200,0.5,0.045,9,20,100,0.5609000000000001,0.006856531207689512,0.5469999999999999,0.5744,3.4
200,0.5,0.05,10,20,100,0.5533,0.007083991056807545,0.5394000000000001,0.5673999999999999,5.25
200,0.5,0.055,11,20,100,0.543,0.006612660034152121,0.5296974999999999,0.5559000000000001,3.45
200,0.5,0.0597,12,20,100,0.5297,0.00882999365111821,0.5123,0.5466049999999999,4.85
200,0.5,0.06,12,20,100,0.535,0.007481289793190541,0.5203975,0.5501999999999999,5.0
200,0.5,0.065,13,20,100,0.5473,0.006400528702909446,0.5346000000000001,0.5598000000000001,3.55
200,0.5,0.0657,13,20,100,0.5359,0.005785902407288483,0.5246975,0.5472,3.45
200,0.5,0.07,14,20,100,0.5431000000000001,0.007578138413765072,0.5279975,0.5578025000000001,4.3
200,0.5,0.075,15,20,100,0.5337999999999999,0.005736257182575278,0.5225,0.5448025,3.4
200,0.5,0.0762,15,20,100,0.5398000000000001,0.00562817587112944,0.5291,0.5513025,3.5
200,0.5,0.08,16,20,100,0.5345,0.007509421691542839,0.52,0.5489025000000001,4.1
200,0.5,0.085,17,20,100,0.5321,0.006516947603027514,0.5193000000000001,0.5448,3.4
200,0.5,0.09,18,20,100,0.5355000000000001,0.006739563574276688,0.5223,0.5490025000000001,3.65
200,0.5,0.0928,19,20,100,0.519,0.005809257676112736,0.5076,0.5297999999999999,3.45
200,0.5,0.095,19,20,100,0.5325,0.005540256712864887,0.5214,0.5437000000000001,3.35
200,0.5,0.1,20,20,100,0.524,0.007163318456772065,0.5096975,0.5374000000000001,3.85
200,0.5,0.105,21,20,100,0.5106,0.006520860078365135,0.49809999999999993,0.5237,3.6
200,0.5,0.1093,22,20,100,0.5193,0.006523082558162671,0.5067,0.5320024999999999,3.8
200,0.5,0.11,22,20,100,0.5353999999999999,0.0069156826609284685,0.5218975,0.5490999999999999,4.0
200,0.5,0.1114,22,20,100,0.529,0.007414836342077821,0.5142,0.5432025,3.75
200,0.5,0.115,23,20,100,0.5115,0.006712531624363553,0.49810000000000004,0.5237999999999999,3.5
200,0.5,0.12,24,20,100,0.5237999999999999,0.006253532335142009,0.5117,0.5357025000000001,3.65
200,0.5,0.125,25,20,100,0.5259,0.00596978080236476,0.5146974999999999,0.5375049999999999,3.3
200,0.5,0.1259,25,20,100,0.5257000000000001,0.00645302372159867,0.5132975,0.5385025,3.6
200,0.5,0.1424,28,20,100,0.5105,0.005831601474515878,0.49899750000000004,0.5210025000000001,3.75
200,0.5,0.1571,31,20,100,0.5125,0.00612063078547638,0.5000000000000001,0.5242025,3.55
200,0.5,0.159,32,20,100,0.5075999999999999,0.006430859942181885,0.4949975,0.5199999999999999,3.65
200,0.5,0.2029,41,20,100,0.5154,0.006109142015178249,0.5036,0.5271000000000001,3.6
200,0.5,0.2486,50,20,100,0.4985000000000001,0.006090852555142413,0.48680000000000007,0.5103,3.3
200,0.5,0.2943,59,20,100,0.5059999999999999,0.006403912945231301,0.49420000000000003,0.5186,3.3
200,0.5,0.34,68,20,100,0.5231,0.0064505813691480545,0.5105975,0.5353,3.25
400,0.0,0.0025,2,20,40,1.0,0.0,1.0,1.0,2.0
400,0.0,0.005,2,20,40,1.0,0.0,1.0,1.0,2.0
400,0.0,0.0075,3,20,60,1.0,0.0,1.0,1.0,2.0
400,0.0,0.01,4,20,80,1.0,0.0,1.0,1.0,2.0
400,0.0,0.0125,5,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.015,6,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.0175,7,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.02,8,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.0225,9,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.025,10,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.0275,11,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.03,12,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.0325,13,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.035,14,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.0375,15,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.04,16,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.0425,17,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.045,18,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.0475,19,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.048,19,20,100,1.0,0.0,1.0,1.0,2.05
400,0.0,0.05,20,20,100,1.0,0.0,1.0,1.0,2.05
400,0.0,0.0525,21,20,100,1.0,0.0,1.0,1.0,2.1
400,0.0,0.055,22,20,100,1.0,0.0,1.0,1.0,2.0
400,0.0,0.0575,23,20,100,0.99995,5.000000000000004e-05,0.99985,1.0,2.1
400,0.0,0.06,24,20,100,0.99985,0.00015000000000000015,0.9995499999999999,1.0,2.2
400,0.0,0.0625,25,20,100,1.0,0.0,1.0,1.0,2.1
400,0.0,0.0657,26,20,100,0.9998499999999999,8.572330399888273e-05,0.99965,1.0,2.2
400,0.0,0.068,27,20,100,0.99995,5.000000000000004e-05,0.99985,1.0,2.1
400,0.0,0.088,35,20,100,0.9987,0.0003379976689896314,0.9980499999999999,0.9993000000000001,2.5
400,0.0,0.108,43,20,100,0.9793499999999998,0.008428443605800634,0.9607975000000001,0.99405,5.25
400,0.0,0.1114,45,20,100,0.9951499999999999,0.0010765052885906485,0.9928499999999998,0.9969999999999999,3.3
400,0.0,0.128,51,20,100,0.9736,0.00885234660437787,0.9544987500000001,0.9882012499999999,5.3
400,0.0,0.148,59,20,100,0.8853000000000002,0.019697436125013575,0.84579625,0.92155,12.25
400,0.0,0.1571,63,20,100,0.8595999999999998,0.021124412609130887,0.8172925,0.8987062500000002,15.65
400,0.0,0.168,67,20,100,0.8270000000000001,0.023366426748433294,0.7803974999999999,0.8696012499999999,15.45
400,0.0,0.188,75,20,100,0.6199999999999999,0.02501019993942673,0.5726837499999999,0.67295,18.9
400,0.0,0.2029,81,20,100,0.5263499999999999,0.024124660985737553,0.48145000000000004,0.57596375,18.95
400,0.0,0.208,83,20,100,0.56595,0.0230114919687156,0.519995,0.61005125,18.15
400,0.0,0.228,91,20,100,0.45075,0.017034927725889024,0.41873875000000005,0.4855537499999999,18.95
400,0.0,0.2486,99,20,100,0.41989999999999994,0.0157576308274096,0.38949500000000015,0.45185125000000004,18.6
400,0.0,0.2943,118,20,100,0.36515000000000003,0.013072728765400794,0.33994749999999996,0.39070249999999995,19.45
400,0.0,0.34,136,20,100,0.36745,0.010452996042409384,0.3471487499999999,0.3871525,18.15
400,0.1,0.0025,2,20,40,1.0,0.0,1.0,1.0,2.0
400,0.1,0.005,2,20,40,1.0,0.0,1.0,1.0,2.0
400,0.1,0.0075,3,20,60,1.0,0.0,1.0,1.0,2.0
400,0.1,0.01,4,20,80,1.0,0.0,1.0,1.0,2.0
400,0.1,0.0125,5,20,100,1.0,0.0,1.0,1.0,2.0
400,0.1,0.015,6,20,100,1.0,0.0,1.0,1.0,2.0
400,0.1,0.0175,7,20,100,1.0,0.0,1.0,1.0,2.0
400,0.1,0.02,8,20,100,1.0,0.0,1.0,1.0,2.0
400,0.1,0.0225,9,20,100,1.0,0.0,1.0,1.0,2.0
400,0.1,0.025,10,20,100,0.99645,0.0033023522378798874,0.9896,1.0,2.45
400,0.1,0.0275,11,20,100,0.9991499999999999,0.0005224988521566827,0.99795,0.99995,2.2
400,0.1,0.03,12,20,100,0.99485,0.004950489721719303,0.98474875,1.0,2.8
400,0.1,0.0325,13,20,100,0.9561499999999999,0.014590514249354137,0.92529875,0.98265,4.6
400,0.1,0.0342,14,20,100,0.8996999999999999,0.021788911553050704,0.85674625,0.9403625,6.75
400,0.1,0.035,14,20,100,0.8580500000000001,0.02605926568963194,0.8081375,0.9090525,7.8
400,0.1,0.0375,15,20,100,0.8703499999999998,0.025037068982457257,0.8212999999999999,0.9175012499999999,7.85
400,0.1,0.04,16,20,100,0.87785,0.02414751121709643,0.829545,0.9218025000000001,7.05
400,0.1,0.0425,17,20,100,0.6775,0.03411429837378095,0.6081925000000002,0.7387499999999999,11.5
400,0.1,0.045,18,20,100,0.7258000000000001,0.03254474154176373,0.6633425,0.7893587499999999,9.4
400,0.1,0.0475,19,20,100,0.6014,0.034175429770523735,0.53358875,0.6734525000000001,11.15
400,0.1,0.05,20,20,100,0.5675,0.03354165960850669,0.5034850000000001,0.6374549999999999,10.95
400,0.1,0.0525,21,20,100,0.45495,0.028484134783128563,0.40349625,0.5124587500000001,10.0
400,0.1,0.0542,22,20,100,0.44415,0.030064161606991692,0.39049,0.5048575,10.35
400,0.1,0.055,22,20,100,0.44055,0.027638347591268143,0.38993,0.49430874999999985,10.55
400,0.1,0.0575,23,20,100,0.4720500000000001,0.030136398258584256,0.41359874999999996,0.5316074999999999,9.55
400,0.1,0.06,24,20,100,0.3732,0.02411206161139099,0.32809124999999995,0.4246999999999999,9.5
400,0.1,0.0625,25,20,100,0.32280000000000003,0.018524256552101652,0.28804625,0.3590099999999999,9.45
400,0.1,0.0657,26,20,100,0.33875000000000005,0.020526205841865326,0.30134875,0.38040250000000003,8.85
400,0.1,0.0742,30,20,100,0.27385,0.014540235885155359,0.2468,0.30370375,9.2
400,0.1,0.0942,38,20,100,0.2429,0.006352117280040879,0.23009750000000007,0.25534999999999997,7.65
400,0.1,0.1114,45,20,100,0.22804999999999997,0.006490433908702277,0.21489875000000006,0.24035250000000002,7.8
400,0.1,0.1142,46,20,100,0.233,0.0056595320504705185,0.22154500000000002,0.24400125,7.4
