rho,n_points_used,slope,alpha_c_inf,alpha_c_inf_stderr,r_value
0.0,3,2.6376001270386995,0.12840035799819507,0.0037782075302697058,0.9773437435776445
0.1,3,8.263958435576626,0.012635632222955072,0.0013984191727641764,0.999672902434183
0.2,3,5.766670242245971,0.003906251667788976,0.0012527772956660605,0.9994610626744349
0.3,3,4.853812578995871,0.0010378881233752031,8.335240157032076e-05,0.9999966297665829
0.4,3,3.866718001896509,0.0009929741013037438,0.0004159884862790526,0.9998677537366564
0.5,3,3.5396870898945023,-0.00048623347486318955,0.0004706117777073335,0.9997980442564247
