n_vars,n_communities,alpha,mu,trial,n_clauses,satisfiable,hit_cap,decisions,backtracks,modularity_q,runtime_sec
80,4,2.7,1.0,4,216,1,0,21,4,-0.013474508459076363,0.006927967071533203
80,4,2.7,1.0,5,216,1,0,20,0,-0.017294429202865433,0.005619525909423828
80,4,2.7,1.0,6,216,1,0,89,142,-0.038813633592440194,0.04320645332336426
80,4,2.7,1.0,7,216,1,0,16,0,-0.007173068129858268,0.005036354064941406
80,4,2.7,1.0,8,216,1,0,25,1,-0.0009573616826703477,0.006540536880493164
80,4,2.7,1.0,9,216,1,0,22,0,-0.004996380124980958,0.006071329116821289
80,4,2.7,1.0,10,216,1,0,24,7,0.016370408474317914,0.008623600006103516
80,4,2.7,1.0,11,216,1,0,26,2,-0.002233843926230779,0.0073163509368896484
80,4,2.7,1.0,12,216,1,0,19,0,0.044748323426306975,0.0055959224700927734
80,4,2.7,1.0,13,216,1,0,21,1,-0.01796124828532237,0.0059621334075927734
