n_vars,n_communities,alpha,mu,trial,n_clauses,satisfiable,hit_cap,decisions,backtracks,modularity_q,runtime_sec
80,4,2.7,1.0,14,216,1,0,23,1,0.003281702484377362,0.009770631790161133
80,4,2.7,1.0,15,216,1,0,19,2,-0.030078303612254248,0.005595684051513672
80,4,2.7,1.0,16,216,1,0,20,1,-0.016117969821673545,0.0059430599212646484
80,4,2.7,1.0,17,216,1,0,22,0,-0.026820416095107463,0.006280422210693359
80,4,2.7,1.0,18,216,1,0,19,1,0.005687014174668485,0.005657672882080078
80,4,2.7,1.0,19,216,1,0,18,0,-0.033098041457094975,0.0053005218505859375
80,4,2.7,1.0,20,216,1,0,25,0,-0.0038008687700045937,0.00629734992980957
80,4,2.7,1.0,21,216,1,0,19,1,-0.013093468983386702,0.0054569244384765625
80,4,2.7,1.0,22,216,1,0,20,1,-0.014922458466697167,0.0057184696197509766
80,4,2.7,1.0,23,216,1,0,20,3,-0.013979385764365207,0.005988359451293945
80,4,2.7,1.0,24,216,1,0,21,0,-0.005148795915256847,0.006102323532104492
80,4,2.9,1.0,0,232,1,0,20,0,0.004516778966838414,0.006118297576904297
80,4,2.9,1.0,1,232,1,0,20,0,-0.038813746862201084,0.006616115570068359
80,4,2.9,1.0,2,232,1,0,27,0,-0.03185278768661647,0.0076830387115478516
80,4,2.9,1.0,3,232,1,0,19,0,-0.01249752279032898,0.006298065185546875
80,4,2.9,1.0,4,232,1,0,20,16,-0.009475326991676587,0.010038614273071289
80,4,2.9,1.0,5,232,1,0,22,1,-0.015139879772757298,0.0066068172454833984
80,4,2.9,1.0,6,232,1,0,26,1,-0.024033062491742654,0.010848522186279297
80,4,2.9,1.0,7,232,1,0,24,9,-0.04735186286167262,0.011716365814208984
80,4,2.9,1.0,8,232,1,0,23,21,-0.02072185889813717,0.01043558120727539
80,4,2.9,1.0,9,232,1,0,23,3,-0.023190811203593627,0.007548093795776367
80,4,2.9,1.0,10,232,1,0,20,1,-0.021167756638921925,0.006414175033569336
80,4,2.9,1.0,11,232,1,0,25,0,-0.001341821905139387,0.006978273391723633
80,4,2.9,1.0,12,232,1,0,18,0,-0.014999504558065792,0.00576019287109375
80,4,2.9,1.0,13,232,1,0,21,11,-0.00252262518166204,0.009081363677978516
80,4,2.9,1.0,14,232,1,0,14,1,-0.013240685691636958,0.004838228225708008
80,4,2.9,1.0,15,232,1,0,16,2,-0.016849154445765617,0.00543522834777832
80,4,2.9,1.0,16,232,1,0,25,1,0.0021840731932884078,0.0075206756591796875
80,4,2.9,1.0,17,232,1,0,24,1,-0.0274722552516845,0.007170438766479492
80,4,2.9,1.0,18,232,1,0,19,0,-0.024532633108732986,0.006018161773681641
80,4,2.9,1.0,19,232,1,0,22,1,-0.019904379706698387,0.006773471832275391
80,4,2.9,1.0,20,232,1,0,23,1,0.0028116329766151374,0.0071337223052978516
80,4,2.9,1.0,21,232,1,0,19,0,0.0034309353943717813,0.0059375762939453125
80,4,2.9,1.0,22,232,1,0,24,2,-0.013554465583300306,0.006852865219116211
80,4,2.9,1.0,23,232,1,0,16,0,-0.003406163297661517,0.005357980728149414
80,4,2.9,1.0,24,232,1,0,26,0,-0.01173371647509578,0.007393598556518555
80,4,3.1,1.0,0,248,1,0,17,1,-0.019080963117123366,0.0056917667388916016
80,4,3.1,1.0,1,248,1,0,24,0,-0.011659584923112483,0.0077686309814453125
80,4,3.1,1.0,2,248,1,0,32,9,-0.008245172852352857,0.011266946792602539
80,4,3.1,1.0,3,248,1,0,18,0,-0.0005961671869580132,0.006598711013793945
80,4,3.1,1.0,4,248,1,0,12,1,-0.012859145565961377,0.004468202590942383
80,4,3.1,1.0,5,248,1,0,18,5,-0.02834503988900449,0.007108926773071289
80,4,3.1,1.0,6,248,1,0,27,10,-0.018007862180598883,0.010188102722167969
80,4,3.1,1.0,7,248,1,0,17,2,-0.022094317262111196,0.008043289184570312
80,4,3.1,1.0,8,248,1,0,19,5,0.0038371488033298665,0.007166862487792969
80,4,3.1,1.0,9,248,1,0,17,2,-0.012230460168805628,0.007145881652832031
80,4,3.1,1.0,10,248,1,0,30,26,-0.020215487339576788,0.013045072555541992
80,4,3.1,1.0,11,248,1,0,56,75,-0.010189039195282662,0.028371810913085938
80,4,3.1,1.0,12,248,1,0,29,15,-0.012223233899872787,0.011843681335449219
80,4,3.1,1.0,13,248,1,0,27,12,-0.009480864839865877,0.010106325149536133
80,4,3.1,1.0,14,248,1,0,53,86,-0.0029519308590588433,0.032448768615722656
80,4,3.1,1.0,15,248,1,0,24,12,0.0002782113539137737,0.010056018829345703
80,4,3.1,1.0,16,248,1,0,15,2,-0.008133165683894085,0.006069660186767578
80,4,3.1,1.0,17,248,1,0,12,2,-0.018271620996647003,0.005465030670166016
80,4,3.1,1.0,18,248,1,0,13,3,-0.014571771303040805,0.0055999755859375
80,4,3.1,1.0,19,248,1,0,27,0,-0.008595646895594833,0.00846719741821289
80,4,3.1,1.0,20,248,1,0,20,1,-0.003999739854318396,0.007080078125
80,4,3.1,1.0,21,248,1,0,16,0,-0.009126777662157463,0.0061914920806884766
80,4,3.1,1.0,22,248,1,0,25,13,-0.016457827494508033,0.011105537414550781
80,4,3.1,1.0,23,248,1,0,22,2,-0.010243236212278857,0.0070607662200927734
80,4,3.1,1.0,24,248,1,0,19,0,0.006933605041045239,0.006453514099121094
80,4,3.3,1.0,0,264,1,0,30,26,-0.014054688297112525,0.014627218246459961
80,4,3.3,1.0,1,264,1,0,18,7,0.018253877155392312,0.008417129516601562
80,4,3.3,1.0,2,264,1,0,16,6,-0.004498903173145587,0.007328987121582031
80,4,3.3,1.0,3,264,1,0,15,0,-0.020402892561983473,0.006104230880737305
80,4,3.3,1.0,4,264,1,0,27,11,-0.0014858177736965586,0.011759281158447266
80,4,3.3,1.0,5,264,1,0,20,20,-0.015422533414957654,0.01204371452331543
80,4,3.3,1.0,6,264,1,0,20,5,-0.024611646770737676,0.008106708526611328
80,4,3.3,1.0,7,264,1,0,20,10,-0.019937378838893995,0.00860142707824707
80,4,3.3,1.0,8,264,1,0,42,55,-0.01974607182940516,0.022552967071533203
80,4,3.3,1.0,9,264,1,0,19,1,-0.006447046219773489,0.006880998611450195
80,4,3.3,1.0,10,264,1,0,40,52,-0.03898199163350678,0.025809764862060547
80,4,3.3,1.0,11,264,1,0,19,8,-0.012795250484644416,0.009208202362060547
80,4,3.3,1.0,12,264,1,0,16,1,-0.013869758187940014,0.006180286407470703
80,4,3.3,1.0,13,264,1,0,21,0,-0.004843255790225494,0.007155179977416992
80,4,3.3,1.0,14,264,1,0,14,1,-0.0012466840118355305,0.005944013595581055
80,4,3.3,1.0,15,264,1,0,35,49,0.00601660544842364,0.021504878997802734
80,4,3.3,1.0,16,264,1,0,78,124,0.00464557188042037,0.04586625099182129
80,4,3.3,1.0,17,264,1,0,18,3,-0.017456764615855533,0.006962776184082031
80,4,3.3,1.0,18,264,1,0,12,2,-0.026818054280175495,0.005955934524536133
80,4,3.3,1.0,19,264,1,0,16,3,0.008599250076522805,0.006562948226928711
80,4,3.3,1.0,20,264,1,0,72,111,-0.015151515151515152,0.03995013236999512
80,4,3.3,1.0,21,264,1,0,20,2,0.023336266707478827,0.00713801383972168
80,4,3.3,1.0,22,264,1,0,26,17,0.0003475410672380483,0.011958122253417969
80,4,3.3,1.0,23,264,1,0,17,1,-0.02055274971941639,0.006186246871948242
80,4,3.3,1.0,24,264,1,0,23,8,0.004722094684215923,0.010435104370117188
80,4,3.5,1.0,0,280,1,0,22,2,-0.011335034013605444,0.00857686996459961
80,4,3.5,1.0,1,280,1,0,106,181,-0.016278344671201823,0.07524633407592773
80,4,3.5,1.0,2,280,1,0,27,18,-0.005308956916099783,0.015705347061157227
80,4,3.5,1.0,3,280,1,0,21,5,0.01961734693877551,0.009912252426147461
80,4,3.5,1.0,4,280,1,0,13,4,-0.0024461451247165533,0.007204294204711914
80,4,3.5,1.0,5,280,1,0,59,76,-0.002712585034013615,0.03536510467529297
80,4,3.5,1.0,6,280,1,0,15,2,0.02107426303854877,0.006819963455200195
80,4,3.5,1.0,7,280,1,0,18,8,-0.026204648526077103,0.009211301803588867
80,4,3.5,1.0,8,280,1,0,20,3,0.009937641723355997,0.008484840393066406
80,4,3.5,1.0,9,280,1,0,24,16,0.016646825396825403,0.012944221496582031
80,4,3.5,1.0,10,280,1,0,53,92,-0.024821428571428578,0.04141879081726074
80,4,3.5,1.0,11,280,1,0,33,30,0.004180839002267574,0.023447275161743164
80,4,3.5,1.0,12,280,1,0,15,0,-0.020881519274376426,0.010989189147949219
80,4,3.5,1.0,13,280,1,0,35,31,-0.009948979591836743,0.034746408462524414
80,4,3.5,1.0,14,280,1,0,10,0,-0.015700113378684807,0.008227348327636719
80,4,3.5,1.0,15,280,1,0,20,7,-0.02611394557823129,0.01586174964904785
80,4,3.5,1.0,16,280,1,0,53,84,-0.010972222222222223,0.049886226654052734
80,4,3.5,1.0,17,280,1,0,171,306,0.004231859410430826,0.14401745796203613
80,4,3.5,1.0,18,280,1,0,30,26,-0.009435941043083908,0.017632007598876953
80,4,3.5,1.0,19,280,1,0,73,128,0.010303287981859394,0.0489809513092041
80,4,3.5,1.0,20,280,1,0,131,232,0.025002834467120177,0.08656454086303711
80,4,3.5,1.0,21,280,1,0,17,2,0.007559523809523801,0.007982015609741211
80,4,3.5,1.0,22,280,1,0,18,5,-0.03598356009070295,0.009406089782714844
80,4,3.5,1.0,23,280,1,0,25,20,-0.019339569160997744,0.014889717102050781
80,4,3.5,1.0,24,280,1,0,46,61,-0.008713151927437643,0.030629396438598633
80,4,3.7,1.0,0,296,1,0,16,2,-0.008712259556854146,0.007143497467041016
80,4,3.7,1.0,1,296,1,0,23,16,-0.007175249573898215,0.013821125030517578
80,4,3.7,1.0,2,296,1,0,19,4,-0.03524724048372696,0.007929801940917969
80,4,3.7,1.0,3,296,1,0,44,66,-0.001610563265968673,0.02959275245666504
80,4,3.7,1.0,4,296,1,0,17,14,-0.0076470051132213335,0.011969566345214844
80,4,3.7,1.0,5,296,1,0,41,68,-0.025845101858615382,0.0308682918548584
80,4,3.7,1.0,6,296,1,0,25,23,0.015136758380001614,0.014968633651733398
80,4,3.7,1.0,7,296,1,0,101,177,-0.013531267754240732,0.06663680076599121
80,4,3.7,1.0,8,296,1,0,14,2,-0.027136088791494185,0.0064465999603271484
80,4,3.7,1.0,9,296,1,0,23,5,-0.01978076049021995,0.010361194610595703
80,4,3.7,1.0,10,296,1,0,73,121,-0.0192532059086113,0.04758453369140625
80,4,3.7,1.0,11,296,1,0,99,170,0.009919547926304707,0.0768747329711914
80,4,3.7,1.0,12,296,1,0,32,17,0.0033251156561967393,0.018165111541748047
80,4,3.7,1.0,13,296,1,0,17,2,-0.0006391526661796848,0.007274150848388672
80,4,3.7,1.0,14,296,1,0,25,20,-0.01955249168087006,0.013627052307128906
80,4,3.7,1.0,15,296,1,0,47,64,0.006470152585017451,0.032402992248535156
80,4,3.7,1.0,16,296,1,0,41,42,-0.026281348916484037,0.02409219741821289
80,4,3.7,1.0,17,296,1,0,73,120,-0.02596430890349808,0.049173593521118164
80,4,3.7,1.0,18,296,1,0,177,325,-0.002330878175472756,0.13930368423461914
80,4,3.7,1.0,19,296,1,0,31,23,-0.027161451992533066,0.015096187591552734
80,4,3.7,1.0,20,296,1,0,70,98,0.013310607905202484,0.04478287696838379
80,4,3.7,1.0,21,296,1,0,12,1,0.008889801964126288,0.0054056644439697266
80,4,3.7,1.0,22,296,1,0,15,1,-0.020950004058112155,0.006943225860595703
80,4,3.7,1.0,23,296,1,0,53,71,0.0001420339258177139,0.03738737106323242
80,4,3.7,1.0,24,296,1,0,19,3,-0.004720091713334949,0.0079803466796875
80,4,3.9000000000000004,1.0,0,312,1,0,200,379,-0.017041511432537085,0.15549683570861816
80,4,3.9000000000000004,1.0,1,312,1,0,25,25,0.00022371977500182383,0.016176939010620117
80,4,3.9000000000000004,1.0,2,312,1,0,59,79,-0.010501132296004113,0.039351463317871094
80,4,3.9000000000000004,1.0,3,312,1,0,361,702,-0.003698224852071011,0.2650132179260254
80,4,3.9000000000000004,1.0,4,312,1,0,328,621,-0.007604189495215144,0.26010823249816895
80,4,3.9000000000000004,1.0,5,312,0,0,562,1124,0.004914986485499297,0.44812893867492676
80,4,3.9000000000000004,1.0,6,312,1,0,12,4,-0.013840948937102797,0.007513761520385742
80,4,3.9000000000000004,1.0,7,312,1,0,15,4,-0.014082931550880286,0.007394313812255859
80,4,3.9000000000000004,1.0,8,312,1,0,46,63,-0.03144404266199139,0.03197646141052246
80,4,3.9000000000000004,1.0,9,312,1,0,25,11,-0.004054350208196389,0.012760162353515625
80,4,3.9000000000000004,1.0,10,312,1,0,80,136,0.014776919424355314,0.05720376968383789
80,4,3.9000000000000004,1.0,11,312,1,0,109,200,-0.028939750894879115,0.0807809829711914
80,4,3.9000000000000004,1.0,12,312,1,0,117,199,-0.006816604573014841,0.09291291236877441
80,4,3.9000000000000004,1.0,13,312,1,0,96,151,-0.026369256337205063,0.0698091983795166
80,4,3.9000000000000004,1.0,14,312,1,0,52,69,-0.01704379428738404,0.032970428466796875
80,4,3.9000000000000004,1.0,15,312,1,0,79,136,0.012359376141427417,0.052864789962768555
80,4,3.9000000000000004,1.0,16,312,1,0,133,232,-0.003947056030389376,0.10502386093139648
80,4,3.9000000000000004,1.0,17,312,1,0,159,289,0.00369822485207099,0.12895464897155762
80,4,3.9000000000000004,1.0,18,312,0,0,392,784,-0.03255351011761269,0.3225541114807129
80,4,3.9000000000000004,1.0,19,312,1,0,39,46,0.020990850317773382,0.025147199630737305
80,4,3.9000000000000004,1.0,20,312,0,0,301,602,-0.016409160639929865,0.2420814037322998
80,4,3.9000000000000004,1.0,21,312,1,0,30,37,-2.7394258163483676e-05,0.020451068878173828
80,4,3.9000000000000004,1.0,22,312,1,0,189,357,-0.0056135400686682935,0.1487901210784912
80,4,3.9000000000000004,1.0,23,312,1,0,71,118,-0.03229098181021259,0.046621084213256836
80,4,3.9000000000000004,1.0,24,312,1,0,22,18,0.00037438819490100833,0.014140129089355469
80,4,4.1,1.0,0,328,0,0,99,198,-0.010982632692180569,0.08289670944213867
80,4,4.1,1.0,1,328,1,0,28,30,-0.023774704210456736,0.01992011070251465
80,4,4.1,1.0,2,328,0,0,210,420,0.009454111309405794,0.15988826751708984
80,4,4.1,1.0,3,328,1,0,34,48,-0.011383353162799918,0.02469348907470703
80,4,4.1,1.0,4,328,1,0,129,230,0.004405859607376585,0.10285234451293945
80,4,4.1,1.0,5,328,1,0,184,341,-0.02342562297574194,0.14534521102905273
80,4,4.1,1.0,6,328,0,0,197,394,-0.005955036684513172,0.1630721092224121
80,4,4.1,1.0,7,328,1,0,30,23,-0.008640276951549987,0.017595529556274414
80,4,4.1,1.0,8,328,1,0,34,46,-0.018038617886178845,0.024128437042236328
80,4,4.1,1.0,9,328,1,0,132,240,0.0063144457664088965,0.10501408576965332
80,4,4.1,1.0,10,328,1,0,120,219,0.006351626016260194,0.08656764030456543
80,4,4.1,1.0,11,328,1,0,179,336,-0.0005969495670566372,0.14345002174377441
80,4,4.1,1.0,12,328,1,0,35,42,0.0024518309207482367,0.02383875846862793
80,4,4.1,1.0,13,328,0,0,366,732,-0.01149489391235374,0.29830408096313477
80,4,4.1,1.0,14,328,0,0,719,1438,-0.015944130477890124,0.5827867984771729
80,4,4.1,1.0,15,328,1,0,12,4,-0.015605377090356254,0.0068166255950927734
80,4,4.1,1.0,16,328,1,0,374,721,-0.00011773745786236578,0.2995035648345947
80,4,4.1,1.0,17,328,0,0,298,596,-0.014332986317668023,0.23697972297668457
80,4,4.1,1.0,18,328,1,0,286,552,-0.00910709564412717,0.23085284233093262
80,4,4.1,1.0,19,328,1,0,140,256,-0.014803936149117562,0.11008191108703613
80,4,4.1,1.0,20,328,1,0,76,133,-0.0009253751074095803,0.0599062442779541
80,4,4.1,1.0,21,328,1,0,117,216,-0.008032999537312444,0.09390902519226074
80,4,4.1,1.0,22,328,0,0,697,1394,-0.006702772820411117,0.5914762020111084
80,4,4.1,1.0,23,328,1,0,183,347,0.006219429572344538,0.14992403984069824
80,4,4.1,1.0,24,328,1,0,155,283,-0.007574443122479985,0.13178062438964844
80,4,4.3,1.0,0,344,0,0,119,238,0.009879589567934624,0.10202455520629883
80,4,4.3,1.0,1,344,0,0,604,1208,-0.005436497205696757,0.49768996238708496
80,4,4.3,1.0,2,344,0,0,260,520,0.002360510185685956,0.21617603302001953
80,4,4.3,1.0,3,344,0,0,572,1144,-0.0007586683492578489,0.4580402374267578
80,4,4.3,1.0,4,344,1,0,56,92,-0.020508458025359035,0.04412984848022461
80,4,4.3,1.0,5,344,1,0,108,189,-0.0029745808545159486,0.08803653717041016
80,4,4.3,1.0,6,344,1,0,159,300,-0.014035364461270357,0.13882207870483398
80,4,4.3,1.0,7,344,0,0,283,566,-0.011040126795264685,0.23555874824523926
80,4,4.3,1.0,8,344,1,0,94,155,-0.008024232317769359,0.07428789138793945
80,4,4.3,1.0,9,344,1,0,96,168,-0.008827970073913824,0.0757453441619873
80,4,4.3,1.0,10,344,1,0,301,569,0.0011661709031909329,0.24588918685913086
80,4,4.3,1.0,11,344,1,0,19,19,-0.013055104861486679,0.013183832168579102
80,4,4.3,1.0,12,344,1,0,152,272,0.019261537768162973,0.11602950096130371
80,4,4.3,1.0,13,344,0,0,322,644,-0.01952256474971456,0.25658106803894043
80,4,4.3,1.0,14,344,1,0,64,106,-0.026320533621777532,0.04931759834289551
80,4,4.3,1.0,15,344,1,0,106,191,-0.007194204074274367,0.09005165100097656
80,4,4.3,1.0,16,344,0,0,310,620,-0.016238131722853176,0.27358412742614746
80,4,4.3,1.0,17,344,1,0,36,52,0.003498512709572757,0.030318737030029297
80,4,4.3,1.0,18,344,1,0,68,111,9.389459768055497e-06,0.05774426460266113
80,4,4.3,1.0,19,344,1,0,279,534,0.00386094585661919,0.24677443504333496
80,4,4.3,1.0,20,344,0,0,204,408,-0.04563089658073432,0.1743626594543457
80,4,4.3,1.0,21,344,1,0,90,160,-0.0365418995252689,0.07471799850463867
80,4,4.3,1.0,22,344,0,0,615,1230,-0.005969818520521593,0.4971024990081787
80,4,4.3,1.0,23,344,0,0,198,396,-0.004075025539330562,0.16856980323791504
80,4,4.3,1.0,24,344,1,0,37,45,-0.009244862087614929,0.02831888198852539
80,4,4.5,1.0,0,360,0,0,200,400,0.005720164609053495,0.17886924743652344
80,4,4.5,1.0,1,360,0,0,185,370,-0.0039060356652949324,0.16192197799682617
80,4,4.5,1.0,2,360,0,0,266,532,0.0006910150891632216,0.22216153144836426
80,4,4.5,1.0,3,360,0,0,119,238,3.257887517146146e-05,0.10820269584655762
80,4,4.5,1.0,4,360,0,0,281,562,-0.0012757201646090496,0.2422029972076416
80,4,4.5,1.0,5,360,0,0,558,1116,0.0039043209876543153,0.4715108871459961
80,4,4.5,1.0,6,360,0,0,243,486,0.0018947187928669423,0.1991121768951416
80,4,4.5,1.0,7,360,0,0,498,996,0.007278806584362141,0.42458391189575195
80,4,4.5,1.0,8,360,0,0,274,548,-0.0015997942386831304,0.22983074188232422
80,4,4.5,1.0,9,360,0,0,222,444,-0.009435871056241434,0.20796537399291992
80,4,4.5,1.0,10,360,1,0,40,67,-0.009224965706447201,0.037493228912353516
80,4,4.5,1.0,11,360,1,0,102,170,-0.02157578875171466,0.08866357803344727
80,4,4.5,1.0,12,360,0,0,100,200,-0.012560013717421124,0.09067893028259277
80,4,4.5,1.0,13,360,0,0,251,502,-0.011385459533607686,0.2174825668334961
80,4,4.5,1.0,14,360,0,0,349,698,-0.0010751028806584295,0.29427337646484375
80,4,4.5,1.0,15,360,0,0,215,430,-0.003444787379972565,0.18543195724487305
80,4,4.5,1.0,16,360,0,0,209,418,-0.0070336076817558435,0.19939208030700684
80,4,4.5,1.0,17,360,0,0,194,388,0.01030349794238683,0.1740400791168213
80,4,4.5,1.0,18,360,0,0,225,450,-0.004223251028806579,0.19704461097717285
80,4,4.5,1.0,19,360,0,0,260,520,-0.015063443072702333,0.22986674308776855
80,4,4.5,1.0,20,360,1,0,111,211,-0.01781378600823045,0.09593462944030762
80,4,4.5,1.0,21,360,0,0,288,576,0.01825960219478738,0.24251079559326172
80,4,4.5,1.0,22,360,0,0,556,1112,-0.018756858710562402,0.4700582027435303
80,4,4.5,1.0,23,360,0,0,174,348,-0.0027966392318244174,0.1654953956604004
80,4,4.5,1.0,24,360,0,0,645,1290,-0.02427126200274348,0.5523455142974854
80,4,4.7,1.0,0,376,0,0,144,288,-0.01609262612544641,0.13811659812927246
80,4,4.7,1.0,1,376,1,0,45,76,-0.017735212011468264,0.045237064361572266
80,4,4.7,1.0,2,376,0,0,175,350,0.006722813238770671,0.15664124488830566
80,4,4.7,1.0,3,376,0,0,178,356,-0.020858482973693485,0.16087698936462402
80,4,4.7,1.0,4,376,0,0,236,472,-0.01060686082189026,0.2171628475189209
80,4,4.7,1.0,5,376,1,0,75,130,-0.01053141190080982,0.06381392478942871
80,4,4.7,1.0,6,376,1,0,179,332,-0.006320418993008413,0.15807461738586426
80,4,4.7,1.0,7,376,0,0,240,480,-0.019039849605150663,0.21119093894958496
80,4,4.7,1.0,8,376,0,0,230,460,-0.020625848800362168,0.20142507553100586
80,4,4.7,1.0,9,376,1,0,30,43,-0.012274596348272215,0.028375625610351562
80,4,4.7,1.0,10,376,0,0,295,590,0.00568224686886977,0.2699565887451172
80,4,4.7,1.0,11,376,0,0,107,214,-0.015276834666264297,0.10358309745788574
80,4,4.7,1.0,12,376,0,0,399,798,-0.006813980685076222,0.3804340362548828
80,4,4.7,1.0,13,376,0,0,176,352,-0.023618656003219163,0.1792759895324707
80,4,4.7,1.0,14,376,0,0,116,232,-0.005646094260852094,0.11082673072814941
80,4,4.7,1.0,15,376,0,0,207,414,-0.01430228610230875,0.19475674629211426
80,4,4.7,1.0,16,376,0,0,168,336,-0.006273263417333141,0.1539628505706787
80,4,4.7,1.0,17,376,0,0,315,630,-0.012790163975655154,0.27195262908935547
80,4,4.7,1.0,18,376,0,0,173,346,-0.020586552487299438,0.155836820602417
80,4,4.7,1.0,19,376,0,0,246,492,-0.0004212564760324028,0.23390865325927734
80,4,4.7,1.0,20,376,0,0,359,718,0.012180285196921666,0.333329439163208
80,4,4.7,1.0,21,376,0,0,91,182,-0.006524759820934568,0.08096504211425781
80,4,4.7,1.0,22,376,0,0,118,236,-0.007018321513002371,0.1091310977935791
80,4,4.7,1.0,23,376,0,0,196,392,-0.012805882500880258,0.17748427391052246
80,4,4.7,1.0,24,376,1,0,73,111,0.0009981263517931521,0.058110713958740234
80,4,4.9,1.0,0,392,0,0,125,250,-0.007506999398398814,0.12501764297485352
80,4,4.9,1.0,1,392,0,0,185,370,0.005323302790503949,0.1802363395690918
80,4,4.9,1.0,2,392,0,0,86,172,-0.018815944745245033,0.0899515151977539
80,4,4.9,1.0,3,392,0,0,188,376,-0.023822539219769547,0.17129135131835938
80,4,4.9,1.0,4,392,0,0,172,344,-0.03335126567633857,0.16447162628173828
80,4,4.9,1.0,5,392,0,0,238,476,-0.011278576056272853,0.21293854713439941
80,4,4.9,1.0,6,392,0,0,225,450,-0.00727272201397567,0.21773552894592285
80,4,4.9,1.0,7,392,0,0,160,320,-0.006193889120273972,0.14133167266845703
80,4,4.9,1.0,8,392,0,0,244,488,-0.003728191957054927,0.2250220775604248
80,4,4.9,1.0,9,392,0,0,130,260,-0.026821868203063537,0.1300675868988037
80,4,4.9,1.0,10,392,0,0,160,320,-0.01286645610625204,0.15522050857543945
80,4,4.9,1.0,11,392,0,0,228,456,-0.02022739367855987,0.20746946334838867
80,4,4.9,1.0,12,392,0,0,164,328,-0.02191939701050489,0.1536242961883545
80,4,4.9,1.0,13,392,0,0,398,796,-0.03857333749826462,0.35703229904174805
80,4,4.9,1.0,14,392,0,0,287,574,-0.027322238419177206,0.26412081718444824
80,4,4.9,1.0,15,392,0,0,116,232,-0.011385591651626642,0.11232948303222656
80,4,4.9,1.0,16,392,0,0,391,782,-0.003651545652274532,0.3596937656402588
80,4,4.9,1.0,17,392,0,0,337,674,0.007368168355777659,0.3520336151123047
80,4,4.9,1.0,18,392,0,0,172,344,0.005790411402656279,0.15900826454162598
80,4,4.9,1.0,19,392,0,0,220,440,-0.012919963903928945,0.2123425006866455
80,4,4.9,1.0,20,392,0,0,107,214,-0.008730447961497502,0.09873318672180176
80,4,4.9,1.0,21,392,0,0,193,386,-0.021199210976907773,0.18533015251159668
80,4,4.9,1.0,22,392,0,0,142,284,-0.010001619695497246,0.1279439926147461
80,4,4.9,1.0,23,392,0,0,168,336,0.00017787727335832199,0.16587090492248535
80,4,4.9,1.0,24,392,0,0,263,526,-0.00665521310565044,0.2379474639892578
80,4,5.1,1.0,0,408,0,0,208,416,-0.011431233713528978,0.22646117210388184
80,4,5.1,1.0,1,408,0,0,147,294,-0.018538542868127623,0.15091276168823242
80,4,5.1,1.0,2,408,0,0,219,438,-0.01774691358024689,0.22945094108581543
80,4,5.1,1.0,3,408,0,0,183,366,0.01852786321500277,0.1821458339691162
80,4,5.1,1.0,4,408,0,0,187,374,-0.015099694561920625,0.1865687370300293
80,4,5.1,1.0,5,408,0,0,115,230,-0.025755318467256184,0.11889314651489258
80,4,5.1,1.0,6,408,0,0,280,560,-0.03663788500149515,0.2773127555847168
80,4,5.1,1.0,7,408,0,0,87,174,-0.0011907813234225822,0.12030696868896484
80,4,5.1,1.0,8,408,0,0,185,370,-0.0071033042846768285,0.18624544143676758
80,4,5.1,1.0,9,408,0,0,254,508,-0.004460090136272368,0.250903844833374
80,4,5.1,1.0,10,408,0,0,237,474,-0.019844130462642565,0.23568367958068848
80,4,5.1,1.0,11,408,0,0,176,352,-0.01749460677517193,0.17476749420166016
80,4,5.1,1.0,12,408,0,0,253,506,-0.02391708317313853,0.23290681838989258
80,4,5.1,1.0,13,408,0,0,103,206,-0.029095379982058175,0.10136938095092773
80,4,5.1,1.0,14,408,0,0,255,510,-0.01440818702208551,0.25118088722229004
80,4,5.1,1.0,15,408,0,0,120,240,-0.0010345913964714265,0.12317442893981934
80,4,5.1,1.0,16,408,0,0,157,314,-0.029797567175018122,0.15602397918701172
80,4,5.1,1.0,17,408,0,0,104,208,0.0002469669785125708,0.10638022422790527
80,4,5.1,1.0,18,408,0,0,223,446,-0.006088737237814494,0.21668028831481934
80,4,5.1,1.0,19,408,0,0,185,370,-0.014170564740057227,0.180009126663208
80,4,5.1,1.0,20,408,0,0,297,594,-0.006003300012815578,0.30120229721069336
80,4,5.1,1.0,21,408,0,0,128,256,-0.010638269469007623,0.11824965476989746
80,4,5.1,1.0,22,408,0,0,285,570,0.014840712973642617,0.2710423469543457
80,4,5.1,1.0,23,408,0,0,155,310,-0.01393027254474772,0.15033507347106934
80,4,5.1,1.0,24,408,0,0,344,688,-0.00968511042761331,0.3486769199371338
80,4,5.300000000000001,1.0,0,424,0,0,70,140,0.016859252007436404,0.0732269287109375
80,4,5.300000000000001,1.0,1,424,0,0,109,218,-0.019027382223804436,0.12446784973144531
80,4,5.300000000000001,1.0,2,424,0,0,92,184,-0.010530388434001836,0.10674071311950684
80,4,5.300000000000001,1.0,3,424,0,0,206,412,0.003944414777896442,0.21170473098754883
80,4,5.300000000000001,1.0,4,424,0,0,63,126,-0.027575056366441197,0.06569385528564453
80,4,5.300000000000001,1.0,5,424,0,0,145,290,-0.010006279419326788,0.14750456809997559
80,4,5.300000000000001,1.0,6,424,0,0,152,304,-0.008597118389304229,0.16004228591918945
80,4,5.300000000000001,1.0,7,424,0,0,144,288,0.021989092599185148,0.1472303867340088
80,4,5.300000000000001,1.0,8,424,0,0,142,284,0.001383202800522114,0.14441490173339844
