degree,n_edges,poa,theoretical_bound
1,3,1.01360800430753,1.3333333333333333
1,4,1.0546333120940465,1.3333333333333333
1,3,1.0,1.3333333333333333
1,2,1.0,1.3333333333333333
1,6,1.0403211327664146,1.3333333333333333
1,2,1.0,1.3333333333333333
1,6,1.0000972273284618,1.3333333333333333
1,8,1.099470881532618,1.3333333333333333
1,10,1.0571572780502172,1.3333333333333333
1,12,1.009943992932539,1.3333333333333333
1,6,1.0071761375812212,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,5,1.0875076034269622,1.3333333333333333
1,3,1.0014872629355138,1.3333333333333333
1,1,1.0,1.3333333333333333
1,6,1.0021341113604918,1.3333333333333333
1,1,1.0,1.3333333333333333
1,2,1.0000018890994629,1.3333333333333333
1,9,1.000195897882417,1.3333333333333333
1,1,1.0,1.3333333333333333
1,12,1.0587152880477613,1.3333333333333333
1,6,1.0048317467590835,1.3333333333333333
1,8,1.053061136185582,1.3333333333333333
1,5,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,4,1.106955327477328,1.3333333333333333
1,1,1.0,1.3333333333333333
1,2,1.0,1.3333333333333333
1,3,1.0420369337372757,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,6,1.0389223403877534,1.3333333333333333
1,12,1.0090746548919818,1.3333333333333333
1,14,1.0036320898495021,1.3333333333333333
1,3,1.0,1.3333333333333333
1,2,1.117170065593602,1.3333333333333333
1,10,1.013191274741235,1.3333333333333333
1,1,1.0,1.3333333333333333
1,8,1.05394289422527,1.3333333333333333
1,6,1.0567212975736229,1.3333333333333333
1,5,1.0267682769964834,1.3333333333333333
1,2,1.0,1.3333333333333333
1,8,1.0362295891905364,1.3333333333333333
1,1,1.0,1.3333333333333333
1,4,1.0,1.3333333333333333
1,9,1.0741025434010496,1.3333333333333333
1,11,1.017942012920286,1.3333333333333333
1,6,1.003035315075409,1.3333333333333333
1,2,1.073662925641185,1.3333333333333333
1,8,1.0213948610689814,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,11,1.0442562614345086,1.3333333333333333
1,6,1.0,1.3333333333333333
1,8,1.0053047795549082,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,6,1.000000000000002,1.3333333333333333
1,6,1.0032034048499978,1.3333333333333333
1,7,1.0002212851194334,1.3333333333333333
1,10,1.0,1.3333333333333333
1,10,1.0236218299905084,1.3333333333333333
1,2,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,9,1.0061105921814253,1.3333333333333333
1,11,1.010049014116595,1.3333333333333333
1,6,1.0,1.3333333333333333
1,8,1.0272640812085594,1.3333333333333333
1,1,1.0,1.3333333333333333
1,7,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,10,1.0000000000000084,1.3333333333333333
1,9,1.183556375877759,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,2,1.0668777348762293,1.3333333333333333
1,1,1.0,1.3333333333333333
1,11,1.0116068980066297,1.3333333333333333
1,1,1.0,1.3333333333333333
1,2,1.0,1.3333333333333333
1,11,1.0189184607280328,1.3333333333333333
1,5,1.014005731648278,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,6,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,12,1.0,1.3333333333333333
1,5,1.009490205203549,1.3333333333333333
1,9,1.0000421658110432,1.3333333333333333
1,5,1.009874697808805,1.3333333333333333
1,5,1.0180273025932975,1.3333333333333333
1,1,1.0,1.3333333333333333
1,8,1.080044197094012,1.3333333333333333
1,15,1.001907763310081,1.3333333333333333
1,7,1.0424256083298764,1.3333333333333333
1,1,1.0,1.3333333333333333
1,9,1.0235056428293046,1.3333333333333333
1,3,1.0,1.3333333333333333
1,3,1.0,1.3333333333333333
1,5,1.1179810432347603,1.3333333333333333
1,14,1.0436070836064817,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,7,1.01090844545691,1.3333333333333333
1,12,1.0030250501978772,1.3333333333333333
1,7,1.000000000000005,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,4,1.1138220348953194,1.3333333333333333
1,8,1.0000000000000002,1.3333333333333333
1,9,1.0284795657564505,1.3333333333333333
1,2,1.076173327235311,1.3333333333333333
1,4,1.0,1.3333333333333333
1,9,1.044578457530214,1.3333333333333333
1,2,1.0,1.3333333333333333
1,4,1.0002712550528632,1.3333333333333333
1,1,1.0,1.3333333333333333
1,11,1.0000000000000238,1.3333333333333333
1,6,1.0260397429461994,1.3333333333333333
1,4,1.0159443073451737,1.3333333333333333
1,5,1.2003518680199172,1.3333333333333333
1,2,1.0,1.3333333333333333
1,8,1.1002440522590273,1.3333333333333333
1,8,1.0117251485930001,1.3333333333333333
1,2,1.0,1.3333333333333333
1,5,1.0079972183555022,1.3333333333333333
1,1,1.0,1.3333333333333333
1,8,1.0600596471741652,1.3333333333333333
1,8,1.0,1.3333333333333333
1,3,1.0,1.3333333333333333
1,4,1.0001480311365687,1.3333333333333333
1,3,1.0064231580780747,1.3333333333333333
1,7,1.0585646343120578,1.3333333333333333
1,16,1.0248483468035332,1.3333333333333333
1,4,1.0,1.3333333333333333
1,5,1.0235372088834411,1.3333333333333333
1,13,1.0058788805566408,1.3333333333333333
1,11,1.0001602205625233,1.3333333333333333
1,9,1.0000000000000075,1.3333333333333333
1,5,1.0,1.3333333333333333
1,6,1.0000000000000007,1.3333333333333333
1,3,1.049031526066688,1.3333333333333333
1,2,1.0,1.3333333333333333
1,4,1.0030420281382888,1.3333333333333333
1,2,1.0246382605122994,1.3333333333333333
1,1,1.0,1.3333333333333333
1,3,1.0225340584440439,1.3333333333333333
1,5,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,12,1.0017836643412867,1.3333333333333333
1,14,1.0,1.3333333333333333
1,4,1.0369301756932419,1.3333333333333333
1,13,1.0000000000000289,1.3333333333333333
1,4,1.0174904572462795,1.3333333333333333
1,9,1.0697748488456083,1.3333333333333333
1,8,1.0169986188345244,1.3333333333333333
1,1,1.0,1.3333333333333333
1,8,1.0413333875669872,1.3333333333333333
1,5,1.0443921262554892,1.3333333333333333
1,2,1.0121640276012107,1.3333333333333333
1,4,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,5,1.0017779810317036,1.3333333333333333
1,1,1.0,1.3333333333333333
1,2,1.0559535835373874,1.3333333333333333
1,9,1.0539513809944518,1.3333333333333333
1,4,1.0000000000000009,1.3333333333333333
1,1,1.0,1.3333333333333333
1,11,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,16,1.1323291961575157,1.3333333333333333
1,2,1.0,1.3333333333333333
1,5,1.0001000371066813,1.3333333333333333
1,9,1.0,1.3333333333333333
1,3,1.0001985040151828,1.3333333333333333
1,1,1.0,1.3333333333333333
1,3,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,5,1.120411529702598,1.3333333333333333
1,1,1.0,1.3333333333333333
1,6,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,7,1.1012932141063467,1.3333333333333333
1,17,1.060726930610264,1.3333333333333333
1,1,1.0,1.3333333333333333
1,3,1.0,1.3333333333333333
1,5,1.0017234484132962,1.3333333333333333
1,6,1.2382079646376491,1.3333333333333333
1,2,1.0,1.3333333333333333
1,2,1.0000000000000002,1.3333333333333333
1,5,1.0519571806433181,1.3333333333333333
