degree,b,poa,theoretical_bound
3,1.8599246231155777,1.2833129601893916,1.8956282037587904
3,1.8850452261306532,1.2741310454991155,1.8956282037587904
3,1.9101658291457286,1.2652185815268642,1.8956282037587904
3,1.9352864321608039,1.2565658301952891,1.8956282037587904
3,1.9604070351758793,1.2481635467988346,1.8956282037587904
3,1.9855276381909546,1.2400029494076066,1.8956282037587904
3,2.01064824120603,1.232075690536472,1.8956282037587904
3,2.0357688442211055,1.2243738308858934,1.8956282037587904
3,2.060889447236181,1.2168898149796288,1.8956282037587904
3,2.086010050251256,1.209616448541205,1.8956282037587904
3,2.1111306532663314,1.2025468774658947,1.8956282037587904
3,2.136251256281407,1.1956745682583974,1.8956282037587904
3,2.1613718592964823,1.1889932898182658,1.8956282037587904
3,2.186492462311558,1.1824970964659576,1.8956282037587904
3,2.2116130653266333,1.1761803121119916,1.8956282037587904
3,2.2367336683417083,1.170037515480373,1.8956282037587904
3,2.2618542713567837,1.164063526305296,1.8956282037587904
3,2.286974874371859,1.158253392427163,1.8956282037587904
3,2.3120954773869347,1.1526023777203258,1.8956282037587904
3,2.33721608040201,1.1471059507907613,1.8956282037587904
3,2.362336683417085,1.1417597743870085,1.8956282037587904
3,2.3874572864321606,1.1365596954725463,1.8956282037587904
3,2.412577889447236,1.1315017359119355,1.8956282037587904
3,2.4376984924623115,1.1265820837270675,1.8956282037587904
3,2.462819095477387,1.1217970848832854,1.8956282037587904
3,2.487939698492462,1.1171432355684483,1.8956282037587904
3,2.5130603015075375,1.1126171749308729,1.8956282037587904
3,2.538180904522613,1.1082156782448125,1.8956282037587904
3,2.5633015075376884,1.103935650474515,1.8956282037587904
3,2.588422110552764,1.0997741202101912,1.8956282037587904
3,2.613542713567839,1.0957282339511798,1.8956282037587904
3,2.6386633165829143,1.0917952507135527,1.8956282037587904
3,2.6637839195979898,1.0879725369410218,1.8956282037587904
3,2.6889045226130652,1.084257561699635,1.8956282037587904
3,2.7140251256281407,1.080647892138142,1.8956282037587904
3,2.739145728643216,1.0771411891972522,1.8956282037587904
3,2.764266331658291,1.0737352035522376,1.8956282037587904
3,2.7893869346733666,1.0704277717743222,1.8956282037587904
3,2.814507537688442,1.0672168126975718,1.8956282037587904
3,2.8396281407035175,1.064100323978651,1.8956282037587904
3,2.864748743718593,1.0610763788379116,1.8956282037587904
3,2.889869346733668,1.0581431229709397,1.8956282037587904
3,2.9149899497487435,1.0552987716205138,1.8956282037587904
3,2.940110552763819,1.0525416067995632,1.8956282037587904
3,2.9652311557788944,1.0498699746563724,1.8956282037587904
3,2.99035175879397,1.0472822829738404,1.8956282037587904
3,3.0154723618090453,1.0447769987951683,1.8956282037587904
3,3.0405929648241203,1.0423526461688537,1.8956282037587904
3,3.065713567839196,1.0400078040062974,1.8956282037587904
3,3.0908341708542713,1.037741104045814,1.8956282037587904
